診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
261,外皮用殺菌消毒剤,620006471,ネオヨジンゲル１０％,ｇ,2612701Q2095,4.01,1,245425.5,-,-,1808.6,1657,2073.6,2535.4,5623,5915,4223.1,5980.5,6771.1,8419.2,7794.2,17574.4,19521.3,11774.7,12507.5,8935.5,4396.6,-,-,-,-,1458.2,1648,1328.3,1433,2279.2,2083.4,2580,5329.1,3756.4,4117,4665.8,6804.6,8281.8,11492.9,15367.1,16040.1,18030.2,5520,1778
261,外皮用殺菌消毒剤,620002470,サラヤ消毒用エタノール,ｍＬ,2615703X1019,1.74,0,244710,-,2040,2970,6300,5400,7020,6060,6180,10320,10620,8220,7440,9300,10380,9960,16560,9360,6540,3240,-,-,-,1140,2940,5160,7920,6360,5820,5700,6300,7680,7740,5460,6720,7980,9360,8400,5700,4980,-,-,-
261,外皮用殺菌消毒剤,660431079,逆性石ケン液０．０２「ヨシダ」　０．０２％,ｍＬ,2616700Q9019,0.55,0,239025,-,-,-,-,-,-,-,-,-,-,97710,-,1630,5830,1820,47810,4560,10690,1130,-,-,-,22570,10230,-,-,-,-,6230,-,-,4390,4390,-,-,-,-,11335,1270,-,-,-
261,外皮用殺菌消毒剤,660431081,エンゼトニン液０．０２５　０．０２５％,ｍＬ,2616701Q3015,0.47,0,238560,11040,1580,1650,-,-,14030,3000,-,2500,8020,3640,7090,-,6120,16220,45080,23080,10520,1500,-,-,-,3030,-,-,-,-,-,7030,-,-,-,-,2060,3610,16770,17090,27610,2500,-,-,-
261,外皮用殺菌消毒剤,660407144,０．１ｗ／ｖ％マスキン水　０．１％,ｍＬ,2619702X1048,0.57,1,235765,7600,5680,3500,1680,1330,1540,2730,1850,4070,5050,6570,5130,3160,11765,4910,2765,12060,1675,-,-,-,6670,5670,2330,2470,61400,4750,3990,3000,5260,3370,2910,3720,2220,20820,8270,6790,2585,2375,2250,-,-
261,外皮用殺菌消毒剤,620007582,イソジンスクラブ液７．５％,ｍＬ,2612701Q1102,3.72,0,224600,9925,8030,8270,11220,5780,2610,4820,1700,25500,9860,3380,4330,7450,2860,2120,6190,8510,1640,-,-,-,7860,5350,6260,4890,4930,2750,4150,6610,6860,4120,4620,6570,4850,3300,6470,10280,3300,1785,2210,2480,-
261,外皮用殺菌消毒剤,660441012,エンゼトニン液０．０１　０．０１％,ｍＬ,2616701Q7010,0.47,0,221880,12030,3470,1740,1800,2770,2610,3010,3670,3200,2190,7250,12000,6280,7380,26390,11970,13130,1820,17980,-,-,3620,2680,2420,1900,3080,1560,2740,2070,2230,2720,2890,7040,2090,3110,14110,3740,7030,13740,1720,-,-
261,外皮用殺菌消毒剤,660406053,ステリクロンＷ液０．１　０．１％,ｍＬ,2619702X1021,0.57,1,216680,2915,4990,-,2435,2170,1540,-,-,2420,1025,7460,3170,5500,10630,46260,49750,9440,-,-,-,-,4700,1560,-,3070,24225,-,1300,3330,1200,5090,2720,1905,3540,2130,2050,2090,1440,1780,-,-,-
261,外皮用殺菌消毒剤,620000382,消毒用エタノール液ＩＰ,ｍＬ,2615705Q1048,0.63,1,215617.91,4565.54,-,30121.78,2650.17,-,13013.07,8020.91,-,-,2551.5,8669.24,1757.56,32036.43,-,-,8596.46,5123.13,1616.97,-,-,-,13120.1,-,3110.15,40510.91,-,13553.98,-,-,-,4521.69,1233.05,-,1431.36,-,5121.4,5307.47,-,5042.92,1528.62,-,-
261,外皮用殺菌消毒剤,620007555,アクリノール消毒液０．１％「タイセイ」,ｍＬ,2619700Q1214,0.65,1,205410,2270,2385,2585,3695,1655,1970,3595,3470,2520,4915,5880,5140,7420,7135,7155,4100,6625,3455,2620,1500,-,2205,2170,3522,3420,2190,3145,2720,3440,2910,6585,6049,7685,9233,8657,7965,7200,19319,11925,8310,5770,-
261,外皮用殺菌消毒剤,621289001,ポビドンヨードスクラブ液７．５％「明治」,ｍＬ,2612701Q1137,2.12,1,202630,4880,5750,8330,10140,7710,4620,4310,7840,7980,12400,6160,3840,7070,7140,2630,3010,3970,2500,-,-,-,5250,4330,11580,10520,2570,4200,2060,5960,8250,6970,3060,2260,3170,3100,4960,4480,2330,4490,-,2050,-
261,外皮用殺菌消毒剤,620580407,ベンザルコニウム塩化物消毒液０．０２５日医工　０．０２５％,ｍＬ,2616700Q4017,0.55,0,198130,6450,1280,2810,10000,-,-,-,-,2770,35030,6130,1830,1130,6400,29840,7430,7880,8640,-,8400,-,6520,2770,-,-,-,-,-,5800,2220,-,-,-,12500,3170,4990,10240,4660,4570,-,-,-
261,外皮用殺菌消毒剤,620007588,イソプロパノール消毒液７０％「ヨシダ」,ｍＬ,2615701Q2291,0.44,1,188291.8,3500,-,5753,17014,10504,8492,10346.8,4237.5,3743.5,2559,1177.5,4166,-,10148,4620,2200,-,-,-,-,-,1500,-,13889,14436,11918,11591,6436,7750.5,2393,8789.5,1268,-,3920,12120,-,-,-,-,-,-,-
261,外皮用殺菌消毒剤,660407052,０．０５％グルコジンＲ水,ｍＬ,2619702Q6053,0.57,1,182267,7125,5975,3660,3505,3180,2735,2085,3365,5820,2945,4920,4950,3835,7630,4705,3585,3825,2165,8860,-,-,4830,5175,4010,3390,2390,2530,3045,4055,3855,6292,6850,3910,5245,4930,8080,8370,6985,6455,5570,-,-
261,外皮用殺菌消毒剤,620580501,オスバン消毒液０．０５％,ｍＬ,2616700Q5013,0.55,0,180720,1585,-,-,-,-,-,-,1665,1270,-,7680,7110,6945,1750,1260,23670,32940,12490,9580,-,-,2070,2390,-,-,-,2250,-,1190,1250,1650,-,-,-,8140,7720,17860,1630,11150,10450,-,-
261,外皮用殺菌消毒剤,660407050,０．１％ヘキザック水Ｗ,ｍＬ,2619702X1030,0.57,1,177787,13340,6215,4610,2046,1950,1350,1795,1500,2090,2760,4020,2995,3525,8880,4560,4446,3115,3060,1380,-,-,2550,20055,4130,3760,2160,1650,2545,2960,2880,2960,2720,3740,4080,4370,4680,15040,3740,2680,15740,1230,-
261,外皮用殺菌消毒剤,660406054,ステリクロンＷ液０．５　０．５％,ｍＬ,2619702Q1132,0.63,1,176825,4080,2570,2340,1710,1020,-,26000,7060,7870,1830,1260,1050,1440,2780,29690,-,1670,-,-,-,-,3290,2890,5460,5040,-,1220,1480,2840,34660,10550,2520,-,-,2770,2010,2120,1120,1050,-,-,-
261,外皮用殺菌消毒剤,620001498,無水エタノール「ケンエー」,ｍＬ,2615704X1013,2.24,0,175291.905,2615.635,-,2294.26,17401.46,2122.5,-,3073.84,2502.92,1277.77,9419.18,1481.5,2009.6,7027.04,4292.38,6345.48,13318.74,13481.28,3403.19,7305.63,-,-,1733.99,-,-,1016,1800.4,1671.72,3016.82,1545.08,4943.71,4723.31,4606.96,4762.82,6679.89,6109.59,8536.98,7346.355,5795.93,6627.575,-,1193.56,-
261,外皮用殺菌消毒剤,662610274,５％ヘキザック液,ｍＬ,2619702Q3097,1.06,1,172536.4,-,-,-,5503,11500,8500,8500,8000,6300.3,5203,16117,3098,4110,3524,1994,10127.9,14005,14860.3,3514,-,-,-,-,1509,-,-,7500,5102,1500,-,-,1503,-,3006.5,1528.3,-,-,10703.3,2429.4,8003.3,1500,-
261,外皮用殺菌消毒剤,620008954,アクリノール消毒液０．１％「ＮＰ」,ｍＬ,2619700Q1230,0.69,0,170417,1340,2790,2674,3210,1610,-,2110,2780,5250,3883,5260,4730,4910,3610,2910,5210,4980,1990,2550,1200,-,1085,-,3084,1600,1920,2020,1340,2980,2790,6060,3490,5190,4220,14080,9160,7240,12754,7900,15700,2500,-
261,外皮用殺菌消毒剤,662610032,エタノール,ｍＬ,2615702X1014,2.18,0,167713.4543,15466.9533,5452.79,5470.9,2774.05,1060.44,2131.83,1797.4,-,3755.73,6132.68,1735.85,5496.607,3093.57,3156.47,4110.14,11900.06,8548.57,5949.77,2405.7,-,-,13764.702,5077.2,3467.54,2180.45,1300.26,1312.48,1007.92,2921.96,3046.09,3798.43,5313.96,3588.55,1814.7,2146.882,4639.42,4646.72,4073.53,8483.81,2724.72,-,-
261,外皮用殺菌消毒剤,620573001,ポビドンヨード消毒液１０％「ケンエー」,ｍＬ,2612701Q3474,1.15,1,159086.964,10400,5845,4650,3445,2064,1855,1698.333,2330,2522.222,3259.442,2159,3422.444,3053.444,11141.11,8435,4038.866,5657.222,5045,2310,-,-,7760,4246.666,3380,2270,1714.444,1257.222,1845,2710,3260,2254.444,4955,4871.11,3648.11,3895,6085.555,4540,5959.886,5880,3218.444,1350,-
261,外皮用殺菌消毒剤,662610272,０．５％ヘキザックアルコール液,ｍＬ,2619702Q1078,0.63,1,158223,11500,-,-,5250,-,25500,3256,11000,16300,4250,3512,1000,-,2125,38100,9500,13070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5600,1050,-,-,-,4350,-,-,-,1150,-
261,外皮用殺菌消毒剤,662610013,７０％イソプロピルアルコール（丸石）,ｍＬ,2615701Q2127,0.44,0,157880,6735.84,3056.13,-,-,-,-,-,-,-,-,-,1236.18,1092,-,18192.51,77096.1,13393.55,3812.12,-,-,-,5788.94,2362.75,-,1742,-,-,-,-,-,-,-,-,-,-,-,-,1500,-,11000,-,-
261,外皮用殺菌消毒剤,660421054,ベゼトン液０．０２　０．０２％,ｍＬ,2616701Q2019,0.47,0,155734,-,-,-,-,-,-,-,-,-,-,-,-,12300,-,12314,22850,28370,1820,-,-,-,-,1270,-,2080,-,-,-,-,-,-,-,-,53890,4600,-,3480,-,6590,-,-,-
261,外皮用殺菌消毒剤,621654403,５％グルコン酸クロルヘキシジン液「日医工」,ｍＬ,2619702Q3224,0.93,1,153174.96,3197.8,2977.2,-,2998.2,-,-,3987.1,3866.3,1769.9,2176.3,2714.9,2789.2,5704.1,6448.6,4626.8,9434.2,3594.8,7307,1903.5,-,-,7185.8,4767.7,2263.7,1236.41,-,-,1013.8,2220.55,1969.4,2681.9,1533.8,1647.8,6317.5,5455,2619.5,15534.8,3633.6,11042,13234.2,-,-
261,外皮用殺菌消毒剤,660408208,消毒用エタノール「ヤクハン」,ｍＬ,2615703X1019,1.74,0,153135.4,1333,2100,3588,3674,3395,-,2515,1096.5,8586.5,6542,-,6388,1918,1875,11704.3,23170,1581.5,-,-,-,-,-,1856,9740,6005,3315,2888,6781,2264,-,1386,1452.5,-,1496,13412.1,1245,3668.5,3714,9935.5,-,-,-
261,外皮用殺菌消毒剤,660407145,０．５％ヘキザック水Ｗ,ｍＬ,2619702Q1175,0.63,1,151050.2,22400,14350,10730,1850,-,1100,2830,6160,4830,1500,1230,1000,-,2060.2,5450,-,-,-,-,-,-,12500,16900,5720,3420,1960,3500,1230,2030,3630,2200,-,3300,1000,1810,3030,5900,1030,2240,1600,-,-
261,外皮用殺菌消毒剤,660421052,０．１Ｗ／Ｖ％ヂアミトール水　０．１％,ｍＬ,2616700Q6010,0.55,0,146620,-,-,-,-,-,-,-,-,-,-,-,2020,-,-,-,2500,-,12020,-,-,-,-,-,90040,-,-,-,1000,3020,-,-,-,-,-,-,-,10050,7500,18000,-,-,-
261,外皮用殺菌消毒剤,660431077,ザルコニン液０．０１　０．０１％,ｍＬ,2616700Q8020,0.56,0,145070,2330,3370,-,1890,1910,3730,2980,3220,3810,6140,5240,4000,1650,-,2870,7560,-,7150,-,-,-,1250,3180,1860,3330,6980,2765,3335,49110,-,2510,-,-,2150,2550,-,1620,-,-,-,-,-
261,外皮用殺菌消毒剤,660450002,ザルコニン液０．０２　０．０２％,ｍＬ,2616700Q9035,0.56,0,134180,8800,3150,1700,-,-,1700,5150,-,-,4560,3490,5930,2770,10150,2390,2150,-,5770,-,-,-,7200,3520,1450,5930,2630,-,-,-,-,-,-,2380,-,-,2300,8370,30280,6350,-,-,-
261,外皮用殺菌消毒剤,662610295,７０％イソプロ液「ヤクハン」,ｍＬ,2615701Q2143,0.44,1,133228,-,-,-,2260,2622,4452,1854,13024,3502,3026,4770,6860,8022,26570,4550,6080,3490,4350,-,-,-,-,-,-,-,1796,1650,3238,3346,3266,5490,3002,2256,-,-,2610,3240,2070,1350,-,-,-
261,外皮用殺菌消毒剤,660422009,エルエイジー０．０５液　０．０５％,ｍＬ,2619716Q3021,0.51,1,130000,-,-,-,-,-,-,-,-,1000,-,-,-,-,-,-,5000,1500,1500,-,-,-,-,-,-,1000,5000,-,-,-,-,-,-,-,1500,30000,75000,5000,-,1500,-,-,-
261,外皮用殺菌消毒剤,620580116,ベンザルコニウム塩化物消毒液１０Ｗ／Ｖ％「ニッコー」　１０％,ｍＬ,2616700Q1018,0.64,0,122440,-,-,-,-,-,-,2300,1400,6700,6200,4200,4300,11212.5,12720,7200,7000,1600,-,-,-,-,-,-,-,-,-,-,-,1100,1400,3100,4200,5200,6100,5800,19600,5500,2200,-,-,-,-
261,外皮用殺菌消毒剤,660431078,逆性石ケン液０．０１「ヨシダ」　０．０１％,ｍＬ,2616700Q8012,0.55,0,120790,5870,3780,-,-,-,-,-,1400,13710,1320,1190,-,4870,-,4290,12430,12630,-,-,-,-,4680,3180,-,-,-,-,-,1680,2630,1830,1800,-,1140,1950,2300,21460,1600,4980,-,-,-
261,外皮用殺菌消毒剤,662610464,２０Ｗ／Ｖ％マスキン液　２０％,ｍＬ,2619713Q1122,4.66,0,116750.7,19950.25,7300.75,5409.5,8012.1,4201.25,5302.45,5402.55,4300.5,2802.4,1405.05,1700.45,-,-,-,-,-,-,-,-,-,-,9550,3850,3824.5,5020.95,5059.5,1904,1308.1,2601.5,1502.25,2302.05,2100.7,-,-,1401,-,6200,-,-,-,-,-
261,外皮用殺菌消毒剤,662610128,７０％イソプロ消アル「ヤマゼン」,ｍＬ,2615701Q2119,0.44,1,115699.2,-,-,-,1878.1,7466.4,6110.4,4663,2018.2,5035.8,2354.4,5802.1,6016.8,2092.8,7586.4,5334.8,3793.3,1700.4,3466.2,-,-,-,-,-,-,1252.1,1672.5,3232.9,-,1625.9,3541.3,3970.8,6007.5,1635,7100.6,4568.8,4933.2,4185.8,2195.7,1737.8,-,-,-
261,外皮用殺菌消毒剤,620582501,アクリノール消毒液０．１％「ニッコー」,ｍＬ,2619700Q1257,0.65,1,114505.5,-,1020,1560,1555,1260,1650,1790,-,1720,3560,2360,23300,4020.75,3521.5,2411.5,3130,1311.25,3205.5,-,-,-,-,1140,1330,-,-,-,-,1640,1350.5,2010,4058,-,4750,5062.5,7275,10143,4975,3866,3090,-,-
261,外皮用殺菌消毒剤,662610105,消毒用エタノール,ｍＬ,2615703X1019,1.74,0,113951.3933,1117.92,-,1748.22,13451.1,6856.51,2014.92,1995.8,1394.3,1437.61,1064.3,4159.23,3766.1,1882.63,1503.98,1891.89,7583.1,1670.15,5237.21,-,-,-,-,-,2392.07,2272.6633,1418.7,3665.31,1290.55,1328.6,1205.61,6285.03,-,1715,1323.17,-,-,10948.46,5377.3,8895.74,1351.6,-,-
261,外皮用殺菌消毒剤,662610112,無水エタノール,ｍＬ,2615704X1013,2.24,0,113256.925,3152.22,2447.49,2185.31,1615.76,2127.34,1643.67,1699.51,1889.4,1834.78,1867.27,2284.71,2286.47,6348.88,3704.11,7838.89,7301.2,7541.77,4295.2,-,-,-,3452.55,2195.885,1944.62,2250.18,1439.66,1081.71,1992.65,3785.5,1997.27,2671.13,1957.06,2065.43,2589.05,2220.52,4804.98,3075.54,7070.84,1772.75,-,1124.5,-
261,外皮用殺菌消毒剤,660463033,ポピヨドンスクラブ７．５％,ｍＬ,2612701Q1099,2.12,1,112870,17240,8840,1280,3000,-,1530,3600,3350,5800,2800,3050,-,1050,1500,1580,3560,-,-,-,-,-,12030,12300,2730,2330,2180,2300,1130,1400,3800,3590,1360,-,2550,1410,1200,1300,-,-,-,-,-
261,外皮用殺菌消毒剤,662610394,消毒用エタノール「ヨシダ」,ｍＬ,2615703X1019,1.74,0,112216.6,3416,-,1551.21,1913.92,2081.26,1759.27,1543.55,-,-,2885.96,10798.81,3632.2,1436.27,3737.45,2656.4,3021.09,2346.5,2804.5,-,-,-,-,1030.91,1847.37,8315.04,21118.9,9461.71,-,1091.26,2026.35,1390.16,1580.42,-,9803.41,-,-,1807.61,-,-,-,-,-
261,外皮用殺菌消毒剤,662610308,ポビドンヨード液１０％「メタル」,ｍＬ,2612701Q3113,1.15,1,108942,3720,3300,3660,2180,2350,1270,1790,2120,2140,2579,4639,3000,2790,4250,5010,3335,3736,1595,2390,-,-,2830,3110,2322,1640,1070,1260,1320,3460,3170,3060,1806,2799,2035,4451,3665,3520,2630,2560,5590,-,-
261,外皮用殺菌消毒剤,620003249,アクリノール液０．２％「ヤクハン」,ｍＬ,2619700Q2113,0.66,1,108176.25,-,1650,-,1000,-,1130,-,1930,2310,3790,22480,3510,1770,5830,2020,1760,1511.25,-,-,-,-,-,-,-,-,-,1070,2930,1510,4890,4270,2310,5160,3210,2250,5050,2790,2130,5770,7160,1050,-
261,外皮用殺菌消毒剤,620003841,アクリノール液０．１％「シオエ」,ｍＬ,2619700Q1192,0.69,0,105500.25,-,-,-,-,-,-,1370,1510.45,3280.45,-,1778.6,1430,1481.8,3425,4400,4360.9,2915,2360,1750.45,1000,-,-,-,-,-,-,-,-,1267.7,1286.3,-,3191.35,3616.35,1490.8,8296.35,9402.25,7597.25,9270.45,7245,10390,4000,1000
261,外皮用殺菌消毒剤,662610362,オキシドール「ヨシダ」,ｍＬ,2614700X1379,0.77,0,105060.5,5281,1670.5,-,-,-,-,2538,1137.5,1267,3562,2040,3797.5,-,3276.5,2882.5,2437,3242.5,1075,-,-,-,-,-,-,-,1045,-,2529.5,-,4060,2177.5,31254.5,1167,1707.5,5417,3244,1378,1924.5,4641.5,2854,-,-
261,外皮用殺菌消毒剤,660421049,逆性石ケン液０．０５「ヨシダ」　０．０５％,ｍＬ,2616700Q5030,0.56,0,100955,3980,-,-,15770,-,6000,15750,1000,3500,11500,-,-,8000,4220,-,-,1020,1000,-,-,-,1240,-,-,-,6000,-,-,-,2000,-,-,-,3020,-,6130,3460,-,2360,1810,-,-
261,外皮用殺菌消毒剤,662610285,マスキンＷ・エタノール液（０．５ｗ／ｖ％）　０．５％,ｍＬ,2619702Q1060,0.63,1,99900,-,-,-,-,18280,-,1240,-,2330,1760,-,-,-,2350,-,1970,3480,-,-,-,-,-,-,3310,-,-,20130,-,-,-,10770,9180,-,-,2230,7130,-,5240,2940,-,-,-
261,外皮用殺菌消毒剤,620003251,消毒用イソプロパノール液５０％「ヤクハン」,ｍＬ,2615701Q1457,0.37,1,97060,-,-,1620,-,-,1920,-,3110,2460,2570,2500,2670,4530,8020,6440,8390,6100,-,-,-,-,-,-,-,-,-,-,-,2100,1800,1440,-,1730,1210,2980,5070,22670,-,-,-,-,-
263,化膿性疾患用剤,620008991,ゲーベンクリーム１％,ｇ,2633705N1031,12.6,0,25798444.01,145753,155158.2,149246.6,147415.56,135507.5,133554.25,173930,233904.05,306748,442605.5,546470.05,546731.2,651327.75,941409.75,993166.9,1190842.75,1379751.5,1276969.75,761642,191196,32388.5,121233.5,143380.1,137707.4,143609.7,112531.7,125313.8,147398.45,177454.6,269954.95,389262.65,419456.95,520613.9,624061.5,918200.65,1098270.5,1377753.75,2037447.9,2641469.9,2374306.3,1190577,292720
263,化膿性疾患用剤,620008993,ゲンタシン軟膏０．１％　１ｍｇ,ｇ,2634710M1077,11.3,0,24900700.47,989382.7133,787500.5816,495935.49,366749.48,286651.7,289652.38,344697.77,373342.0833,450372.41,509641.0799,497891.5,501563.13,572919.09,785302.7,907351.162,1026916.05,999125.97,792949.75,395474.6,101847.1,14045,766084.2925,649855.036,406773.84,314332.05,289169.23,316184.262,398068.44,451158.58,545135.65,626804.85,640781.4367,608952.612,616412.35,832282.292,970946.972,1156302.1,1241983.752,1220645.63,880300.7,394312.15,84902.5
263,化膿性疾患用剤,620005245,アクアチムクリーム１％,ｇ,2639700N1032,34.5,0,15749970.9,479285.013,319329.962,754362.55,1366048.42,680205.12,500342.75,449537.81,406528.65,401947.94,377578.37,310840.566,275558.88,257764.78,297894.7,282176.18,255232.44,175093.84,84730.09,34712.17,5643,-,418189.08,307090.56,901918.95,1151915.37,881756.96,786730.06,666930.46,540855.13,486186.39,404696.4,267586.86,179471.54,153257.57,188067.5,179481.89,177758.56,151167,104317.97,63174.42,19766,-
263,化膿性疾患用剤,660462005,ダラシンＴゲル１％,ｇ,2634713M1020,35.6,0,14537932.85,15657,23784,883853.62,1933671.6,820754.6,492018.1,372421.1,291893.65,258820,234475.6,180647.95,152870.5,115516.425,114835,110710.3,91763.5,45096.8,23906,5900,-,-,15721.5,45847.5,1280699.9,1843593.2,1285606.6,1066899.4,810809.2,603907,459798.5,342493.5,189408.5,102799.8,63449.9,60652,58773,54221.4,42074,27933,9065.2,3940,-
263,化膿性疾患用剤,620000348,アクアチム軟膏１％,ｇ,2639700M1029,34.5,0,12997805.74,1392308.793,947206.37,452328.29,401298.14,267364.72,245005.03,256604.85,265168.67,273309.96,267789.58,227778.13,206524.07,201716.65,234959.08,234453.74,230239.89,183868.633,128082.75,51127.66,12627,1449,1164601.61,808914.53,414357.35,320381.08,278925.63,289145.72,299102.62,303212.04,315232.21,308005.24,257203.87,223074.95,194101.48,241178.49,244370.59,246788.79,235268.29,201376.49,123242,40073.75,8038
263,化膿性疾患用剤,622462601,ゼビアックスローション２％,ｇ,2639701Q1025,76.9,0,12996581.16,46697,36486,620805,1708901,815055.56,528472.7,375846,292656,256692,199241,150744,126718,106500,119794,109667,88678,45992,19440,4830,-,-,44544,48281,857201,1534136,1335052,1142030,790293,527817.9,379330,243625,118953,72888,49581,54553,49417,44748,25876,16680,5930,1730,-
263,化膿性疾患用剤,620004211,ゲンタマイシン硫酸塩軟膏０．１％「タイヨー」　１ｍｇ,ｇ,2634710M1050,7.1,1,12993046.76,425434.25,346716.45,232890.3,220443,194547.25,191834.93,216995.5,249362.9,296080.252,320996.6,306972.55,331162.05,340306.21,466721.25,495725.252,526644.25,498390.054,393201.85,196291.5,52235,6870,322800.75,277649.15,187979.8,180409.25,201558.3,219945.75,250694.95,269371.302,307692.122,345413.537,336968.152,298753.806,303978.554,401611.2,444284.152,512894.002,549522.5,574290.56,444362.3,206167.22,46878
263,化膿性疾患用剤,620007752,フシジンレオ軟膏２％　２０ｍｇ,ｇ,2634708M1037,17.6,0,11836982.1,1100925.863,742725.83,344122.9,295453.48,232560.56,220595.95,246183.45,256255.6,271741.7,264294.4,218267.25,212440.65,223831.75,290877.5,279558.95,292574.45,253351.1,176977.5,83192.4,19109.3,2482,904014.19,629176.89,303241.95,224586.7,204695.1,214063.35,230020.25,243836.15,278179.1,287756.1,251540.31,215945,205202.23,261014.95,266811.3,281397.7,283802,255017.6,182319.35,72126,14713.3
263,化膿性疾患用剤,621556601,ゲンタマイシン硫酸塩軟膏０．１％「イワキ」　１ｍｇ,ｇ,2634710M1085,7.1,1,10492968.55,370548.45,315459.75,208484.7,208155.85,191574.85,197818.5,209461.2,228826.6,248504.6,267343.55,243935.7,239868.05,259337.3,350593.8,365620.7,383073.1,352998.2,276319.3,135063,34305.5,4333,296119.85,271753.2,185642.1,176220.75,191350.7,199442.7,226293.2,243462.1,274205.35,297031.2,270171.7,248224.75,244528.55,329198.75,335893.3,377969.8,396670,390998.7,285402.45,131884.7,28879
263,化膿性疾患用剤,620599402,ゲンタマイシン硫酸塩軟膏０．１％「Ｆ」　１ｍｇ,ｇ,2634710M1093,7.1,1,10304480.57,363046.05,316966.95,213751.05,189826.25,175650.75,173754.87,191216.3,215526.2,238950.65,259311.1,238274.65,224506.92,241089.35,337066.25,367837.05,396409.37,359384.85,278394.5,146387.2,37579.5,5595,291229.55,263046.5,178926.05,172309.95,177747.45,190653.3,207179.55,224294.55,252273.55,288845.05,269150.7,235277.52,234731.75,314866.6,342325.4,381549.01,405657.85,411774.93,313492,148310,30314.5
263,化膿性疾患用剤,662630027,バラマイシン軟膏　（ＢＴＲＣ２５０単位ＦＲＭ２ｍｇ）,ｇ,2639805M1020,6.7,0,8466548.96,429428.6,296496.5,177506.25,157278.3,141461.66,125422,137927.5,167694.5,184537.25,177741.2,171128,171766.4,222001.15,278815.5,282645,296885.2,297981.9,220952.5,108539.6,27920,6146,352494.25,256558.75,146973.1,140764,121327,121707,153284.8,158519.8,178543.1,194623.53,189505.3,189752.5,187262.37,269200.4,282190.9,314514.85,349895.5,363590.3,275858.5,114422.5,25285.5
263,化膿性疾患用剤,620005246,アクアチムローション１％,ｍＬ,2639700Q1055,34.5,0,7685867.6,33952.05,24410,272438.75,650729.5,406375,339077.5,315427.5,303635,322902,294377.55,247904.2,211550,213279.5,236939.5,234590,193132.5,123443.5,50470,14810,1140,-,33966,35515,325227.25,492203,402244.25,390686,328040.75,256115.25,223460.75,173141.25,111673.95,78220.1,62360,61577.5,70996.25,61067.5,47450,27193.75,9605,3700,-
263,化膿性疾患用剤,620005759,ナジフロクリーム１％,ｇ,2639700N1040,28,1,7417284.69,186155.6,143888.87,306795.4,680654.41,403874.18,280000.27,250900.66,229961.8,200160,176638.7,137373.79,115638.2,99182.68,109571.12,100331.6,83329.64,51291.46,24584,7480,-,-,165576.69,136183.42,377782.16,587894.61,545022.8,465877.94,355729.3,264748.32,218081.66,174004.26,106392.49,72413.72,61075.46,70447.33,66520.25,59931.07,45052.73,28958.48,18091.12,6987.5,1465
263,化膿性疾患用剤,621939901,クリンダマイシンゲル１％「クラシエ」,ｇ,2634713M1038,21.1,1,6304923.41,8908.75,8973,338825.5,877644.5,420506,242573.5,167450.5,121042.5,101386,75950,55087.5,45073.5,36161,29785,26207.5,21125,11180,3685,-,-,-,7747.5,18204.75,490711,854008,717284.66,557849.5,371164.5,244834,174190.25,114683,58060,29311.5,17185.5,16322,13233.5,11230.5,10157.5,4038,1953,-,-
263,化膿性疾患用剤,621995801,ダラシンＴローション１％,ｍＬ,2634713Q1021,35.6,0,5927349,7083,9791,241998.5,706263,393865,268105,252041,206709,199346,163314,115577,98606,77221.5,95156.5,78655.5,65400,32039,9560,1740,-,-,7000,13223,315761,604006.5,511314,447644,308222.5,220656.5,175858.5,103168.5,50432.5,28067,26409,23622,21963.5,19481.5,15188,7900,3940,-,-
263,化膿性疾患用剤,621816301,ナジフロキサシンクリーム１％「トーワ」,ｇ,2639700N1067,28,1,3940183.99,114898.42,72241.5,146612.5,325900,200742.5,154114.5,133398.5,123812,115500.17,105172.66,85863.5,67074.33,63190.5,66220,66896.5,46276.5,33342,18516.5,5235.5,1259.5,-,99537.5,73933.67,177081.5,280331,272967.17,246990.1,187748.67,137615.5,114391.5,95578.8,60432.5,41175,33781.5,38718.5,37822,37452,28319.5,17402.5,9195,2982.5,-
263,化膿性疾患用剤,620003047,ナジフロローション１％,ｍＬ,2639700Q1039,28,1,3104373.11,7960.15,8165,111778.5,331851.4,207455,162785.6,143577.6,140438,136410.25,119356.5,80047.5,64102,61695,65541.5,63139.5,41270,27967.5,8920,2800,-,-,9065,11953.55,137232.5,244121.5,227096.4,188459.75,147114.65,98758,76377,52995.06,31187,18459.2,12802,14617.5,14397,12037,15214,4900,1325,-,-
