区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3991400A4117,コンドロイチン硫酸エステルナトリウム,１％２０ｍＬ１管,,,,コンドロイチン注１％「マイラン」,マイラン製薬,後発品,,,59,H30.3.31まで,
注射薬,3991400A4125,コンドロイチン硫酸エステルナトリウム,１％２０ｍＬ１管,,,,コンドロイチン硫酸ナトリウム注２００ｍｇ「ハラサワ」,原沢製薬工業,後発品,,,59,,
注射薬,3991400A4133,コンドロイチン硫酸エステルナトリウム,１％２０ｍＬ１管,,,,コンドロイチン硫酸ナトリウム注射液２００ｍｇ「日医工」,日医工,後発品,,,59,,
注射薬,3991400A6071,コンドロイチン硫酸エステルナトリウム,２％１０ｍＬ１管,,,,コンドロイチン注２％「マイラン」,マイラン製薬,後発品,,,58,H30.3.31まで,
注射薬,3991400A6080,コンドロイチン硫酸エステルナトリウム,２％１０ｍＬ１管,,,,ホモック注２００ｍｇ,コーアイセイ,後発品,,,58,,
注射薬,3991400A6098,コンドロイチン硫酸エステルナトリウム,２％１０ｍＬ１管,,,,コンドロイチン注２００ｍｇ「ウジ」,共和薬品工業,後発品,,,58,,
注射薬,3992400A1034,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,アデシノンＰ注射液１０ｍｇ,わかもと製薬,後発品,,,50,,
注射薬,3992400A1085,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,ＡＴＰ注１０ｍｇ「イセイ」,コーアイセイ,後発品,,,50,,
注射薬,3992400A1107,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,トリノシンＳ注射液１０ｍｇ,トーアエイヨー,,,,59,,
注射薬,3992400A1123,アデノシン三リン酸二ナトリウム水和物,１０ｍｇ１管,,,,アデホス－Ｌコーワ注１０ｍｇ,興和,,,,60,,
注射薬,3992400A2022,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,アデシノンＰ注射液２０ｍｇ,わかもと製薬,後発品,,,50,,
注射薬,3992400A2090,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,ＡＴＰ注２０ｍｇ「イセイ」,コーアイセイ,後発品,,,50,,
注射薬,3992400A2111,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,トリノシンＳ注射液２０ｍｇ,トーアエイヨー,,,,59,,
注射薬,3992400A2138,アデノシン三リン酸二ナトリウム水和物,２０ｍｇ１管,,,,アデホス－Ｌコーワ注２０ｍｇ,興和,,,,60,,
注射薬,3992400A3045,アデノシン三リン酸二ナトリウム水和物,４０ｍｇ１管,,,,アデホス－Ｌコーワ注４０ｍｇ,興和,,,,61,,
注射薬,3999401A1013,エルカトニン,４０エルカトニン単位１ｍＬ１管,,,,エルカトニン４０エルカトニン単位１ｍＬ注射液,,後発品,,,251,,
注射薬,3999401A1200,エルカトニン,４０エルカトニン単位１ｍＬ１管,,,,エルシトニン注４０単位,旭化成ファーマ,,先発品,○,"1,086",,
注射薬,3999401A2010,エルカトニン,１０エルカトニン単位１ｍＬ１管,,,,エルカトニン１０エルカトニン単位１ｍＬ注射液,,後発品,,,67,,
注射薬,3999401A2028,エルカトニン,１０エルカトニン単位１ｍＬ１管,,,,エルシトニン注１０単位,旭化成ファーマ,,先発品,○,514,,
注射薬,3999401A3016,エルカトニン,２０エルカトニン単位１ｍＬ１管,,,,エルカトニン２０エルカトニン単位１ｍＬ注射液,,後発品,,,99,,
注射薬,3999401A3024,エルカトニン,２０エルカトニン単位１ｍＬ１管,,,,エルシトニン注２０Ｓ,旭化成ファーマ,,先発品,○,955,,
注射薬,3999401G1024,エルカトニン,１０エルカトニン単位１ｍＬ１筒,,,,ラスカルトン１０ディスポ,武田テバファーマ,後発品,,,326,,
注射薬,3999401G2020,エルカトニン,２０エルカトニン単位１ｍＬ１筒,,,,エルシトニン注２０Ｓディスポ,旭化成ファーマ,,先発品,,"1,005",,
注射薬,3999403D1019,ガベキサートメシル酸塩,１００ｍｇ１瓶,,,,ガベキサートメシル酸塩１００ｍｇ注射用,,後発品,,,165,,
注射薬,3999403D1221,ガベキサートメシル酸塩,１００ｍｇ１瓶,,,,注射用エフオーワイ１００,小野薬品工業,,先発品,○,775,,
注射薬,3999403D2015,ガベキサートメシル酸塩,５００ｍｇ１瓶,,,,ガベキサートメシル酸塩５００ｍｇ注射用,,後発品,,,699,,
注射薬,3999403D2023,ガベキサートメシル酸塩,５００ｍｇ１瓶,,,,注射用エフオーワイ５００,小野薬品工業,,先発品,○,"3,223",,
注射薬,3999405A1038,ウリナスタチン,２５，０００単位０．５ｍＬ１管,,,,ミラクリッド注射液２万５千単位,持田製薬,,先発品,,942,,
注射薬,3999405A2077,ウリナスタチン,５０，０００単位１ｍＬ１管,,,,ミラクリッド注射液５万単位,持田製薬,,先発品,,"1,214",,
注射薬,3999405A3073,ウリナスタチン,１００，０００単位２ｍＬ１管,,,,ミラクリッド注射液１０万単位,持田製薬,,先発品,,"2,177",,
注射薬,3999405D1026,ウリナスタチン,２５，０００単位１瓶,,,,ミラクリッド,持田製薬,,先発品,,942,,
注射薬,3999405D2022,ウリナスタチン,５０，０００単位１瓶,,,,ミラクリッド,持田製薬,,先発品,,"1,214",,
注射薬,3999405D3029,ウリナスタチン,１００，０００単位１瓶,,,,ミラクリッド,持田製薬,,先発品,,"2,177",,
注射薬,3999406A1032,シクロスポリン,５％５ｍＬ１管,,,,サンディミュン点滴静注用２５０ｍｇ,ノバルティス　ファーマ,,先発品,,"3,727",,
注射薬,3999407D1017,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,ナファモスタットメシル酸塩１０ｍｇ注射用,,後発品,,,236,,
注射薬,3999407D1181,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,注射用フサン１０,鳥居薬品,,先発品,○,941,,
注射薬,3999407D1190,ナファモスタットメシル酸塩,１０ｍｇ１瓶,,,,コアヒビター注射用１０ｍｇ,エイワイファーマ,後発品,,,338,,
注射薬,3999407D2013,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩５０ｍｇ注射用,,後発品,,,451,,
注射薬,3999407D2021,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,注射用フサン５０,鳥居薬品,,先発品,○,"2,445",,
注射薬,3999407D2056,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,注射用ナファモスタット５０「ＭＥＥＫ」,小林化工,後発品,,,794,,
注射薬,3999407D2200,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,コアヒビター注射用５０ｍｇ,エイワイファーマ,後発品,,,794,,
注射薬,3999407D3028,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ナオタミン１００,旭化成ファーマ,後発品,,,"1,064",,
注射薬,3999407D3060,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ブイペル１００,武田テバファーマ,後発品,,,"1,064",,
注射薬,3999407D3087,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ナファタット１００,日医工,後発品,,,"1,064",H30.3.31まで,
注射薬,3999407D3095,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,コアヒビター注射用１００ｍｇ,エイワイファーマ,後発品,,,"1,064",,
注射薬,3999407D3109,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ナファモスタット１００「ＭＥＥＫ」,小林化工,後発品,,,"1,064",,
注射薬,3999407D3117,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,"1,064",,
注射薬,3999407D3125,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＮｉｋＰ」,日医工ファーマ,後発品,,,"1,064",H30.3.31まで,
注射薬,3999407D3133,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「フソー」,東菱薬品工業,後発品,,,"1,064",,
注射薬,3999407D3141,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「日医工」,日医工,後発品,,,"1,064",,H29.6.16収載
注射薬,3999407D4024,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,,,,コアヒビター注射用１５０ｍｇ,エイワイファーマ,後発品,,,"2,211",,
注射薬,3999408A1015,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,,,,精製ヒアルロン酸ナトリウム１％２．５ｍＬ注射液,,後発品,,,272,,H29.10.1品名変更
注射薬,3999408A1171,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,アルツ関節注２５ｍｇ,生化学工業,,先発品,○,"1,180",,H29.10.1局方品
注射薬,3999408A1252,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,,,,ヒアルトーワ関節注２５ｍｇ,東和薬品,後発品,,,401,H30.3.31まで,
注射薬,3999408A1295,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸ナトリウム関節注２５ｍｇ「日医工」,日医工,後発品,,,401,,H29.10.1局方品
注射薬,3999408A1317,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「トーワ」,東和薬品,後発品,,,401,,H29.6.16収載
注射薬,3999408A2038,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１瓶,局,,,スベニールバイアル関節注２５ｍｇ,中外製薬,,先発品,○,"1,076",,H29.10.1局方品
注射薬,3999408G1018,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,,,,精製ヒアルロン酸ナトリウム１％２．５ｍＬキット,,後発品,,,354,,H29.10.1品名変更
注射薬,3999408G1247,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,アルツディスポ関節注２５ｍｇ,生化学工業,,先発品,○,"1,348",,H29.10.1局方品
注射薬,3999408G1255,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,スベニールディスポ関節注２５ｍｇ,中外製薬,,先発品,○,"1,201",,H29.10.1局方品
注射薬,3999408G1280,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアロス関節注２５ｍｇ,あゆみ製薬,後発品,,,571,,H29.10.1局方品
注射薬,3999408G1328,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒカミロンディスポ関節注２５ｍｇ,鶴原製薬,後発品,,,"1,067",,H29.10.1局方品
注射薬,3999408G1336,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,,,,ヒュースレン関節注ディスポ２５ｍｇ,東和薬品,後発品,,,571,H30.3.31まで,
注射薬,3999408G1344,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,,,,プリーラディスポ関節注２５ｍｇ,高田製薬,後発品,,,571,H29.3.31まで,
注射薬,3999408G1387,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,,,,ルミステロンディスポ関節注２５ｍｇ,日新製薬（山形）,後発品,,,571,H30.3.31まで,
注射薬,3999408G1395,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＰ」,ニプロ,後発品,,,571,,H29.10.1局方品
注射薬,3999408G1417,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸ナトリウム関節注２５ｍｇシリンジ「日医工」,日医工,後発品,,,571,,H29.10.1局方品
注射薬,3999408G1433,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「トーワ」,東和薬品,後発品,,,571,,H29.6.16収載
注射薬,3999409A2032,Ｌ－グルタミン酸Ｌ－アルギニン,１０％２００ｍＬ１袋,,,,アルギメート点滴静注１０％,エイワイファーマ,,,,597,,
注射薬,3999411A1017,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,,,,オザグレルナトリウム２０ｍｇ２ｍＬ注射液,,後発品,,,289,,
注射薬,3999411A1033,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザペン注２０ｍｇ,富士薬品,後発品,,,566,,H29.10.1局方品
注射薬,3999411A1068,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ静注液２０ｍｇ「日医工」,日医工,後発品,,,399,,H29.10.1局方品
注射薬,3999411A2048,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,局,,,オザグレルＮａ点滴静注８０ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A2056,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,局,,,オザグレルＮａ静注液８０ｍｇ「日医工」,日医工,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A3010,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,,,,オザグレルナトリウム２０ｍｇ１ｍＬ注射液,,後発品,,,289,,
注射薬,3999411A3052,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,,,,オサグレン点滴静注２０ｍｇ,東和薬品,後発品,,,399,H30.3.31まで,
注射薬,3999411A3079,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「ケミファ」,日本薬品工業,後発品,,,399,,H29.10.1局方品
注射薬,3999411A3095,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「トーワ」,東和薬品,後発品,,,399,,H29.6.16収載
注射薬,3999411A4032,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルナトリウム点滴静注液８０ｍｇ「ＪＤ」,ジェイドルフ製薬,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A4040,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,,,,オサグレン点滴静注８０ｍｇ,東和薬品,後発品,,,"1,042",H30.3.31まで,
注射薬,3999411A4075,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「ケミファ」,日本薬品工業,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A4083,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注８０ｍｇ「ＩＰ」,共和クリティケア,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A4091,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「トーワ」,東和薬品,後発品,,,"1,042",,H29.6.16収載
注射薬,3999411A6019,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,,,,オザグレルナトリウム４０ｍｇ２ｍＬ注射液,,後発品,,,493,,
注射薬,3999411A6078,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注液４０ｍｇ「ケミファ」,日本薬品工業,後発品,,,707,,H29.10.1局方品
注射薬,3999411A7023,オザグレルナトリウム,４０ｍｇ２．５ｍＬ１管,局,,,オザペン注４０ｍｇ,富士薬品,後発品,,,707,,H29.10.1局方品
注射薬,3999411A8020,オザグレルナトリウム,８０ｍｇ５ｍＬ１管,局,,,オザペン注８０ｍｇ,富士薬品,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411A9034,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注４０ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,707,,H29.10.1局方品
注射薬,3999411A9042,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ静注液４０ｍｇ「日医工」,日医工,後発品,,,707,,H29.10.1局方品
注射薬,3999411D1013,オザグレルナトリウム,２０ｍｇ１瓶,,,,オザグレルナトリウム２０ｍｇ注射用,,後発品,,,289,,
注射薬,3999411D1056,オザグレルナトリウム,２０ｍｇ１瓶,局,,,注射用カタクロット２０ｍｇ,小野薬品工業,,先発品,○,"1,124",,
注射薬,3999411D1064,オザグレルナトリウム,２０ｍｇ１瓶,局,,,キサンボン注射用２０ｍｇ,キッセイ薬品工業,,先発品,○,809,,
注射薬,3999411D1102,オザグレルナトリウム,２０ｍｇ１瓶,局,,,注射用オグザロット２０ｍｇ,ポーラファルマ,後発品,,,399,H29.3.31まで,
注射薬,3999411D1170,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オサグレン点滴静注用２０ｍｇ,東和薬品,後発品,,,399,,
注射薬,3999411D1196,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オザグレルＮａ注射用２０ｍｇ「ＳＷ」,沢井製薬,後発品,,,399,,
注射薬,3999411D1200,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オザグレルＮａ静注用２０ｍｇ「日医工」,日医工,後発品,,,399,,
注射薬,3999411D2010,オザグレルナトリウム,４０ｍｇ１瓶,,,,オザグレルナトリウム４０ｍｇ注射用,,後発品,,,493,,
注射薬,3999411D2028,オザグレルナトリウム,４０ｍｇ１瓶,局,,,注射用カタクロット４０ｍｇ,小野薬品工業,,先発品,○,"2,079",,
注射薬,3999411D2036,オザグレルナトリウム,４０ｍｇ１瓶,局,,,キサンボン注射用４０ｍｇ,キッセイ薬品工業,,先発品,○,"1,498",,
注射薬,3999411G1028,オザグレルナトリウム,２０ｍｇ０．５ｍＬ１筒,局,,,オキリコン注シリンジ２０ｍｇ,武田テバファーマ,後発品,,,418,,H29.10.1局方品
注射薬,3999411G2024,オザグレルナトリウム,４０ｍｇ１ｍＬ１筒,局,,,オキリコン注シリンジ４０ｍｇ,武田テバファーマ,後発品,,,856,,H29.10.1局方品
注射薬,3999411G3020,オザグレルナトリウム,８０ｍｇ２ｍＬ１筒,局,,,オキリコン注シリンジ８０ｍｇ,武田テバファーマ,後発品,,,"1,741",,H29.10.1局方品
注射薬,3999411G4035,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注射液８０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,867,,H29.10.1局方品
注射薬,3999411G4043,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注８０ｍｇシリンジ「ＩＰ」,共和クリティケア,後発品,,,"1,741",,H29.10.1局方品
注射薬,3999411G5023,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザペンバッグ注８０ｍｇ,富士薬品,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G5031,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ注射液８０ｍｇバッグ「サワイ」,沢井製薬,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G5040,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「ＤＫ」,大興製薬,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G5058,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「ＳＮ」,シオノケミカル,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G5066,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「タカタ」,高田製薬,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G5074,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「テルモ」,テルモ,後発品,,,"1,356",,H29.10.1局方品
注射薬,3999411G6020,オザグレルナトリウム,２０ｍｇ１ｍＬ１筒,局,,,オザグレルＮａ注射液２０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,418,,H29.10.1局方品
注射薬,3999411G7026,オザグレルナトリウム,４０ｍｇ２ｍＬ１筒,局,,,オザグレルＮａ注射液４０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,856,,H29.10.1局方品
注射薬,3999411G8022,オザグレルナトリウム,８０ｍｇ１００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇ／１００ｍＬバッグ「ＩＰ」,共和クリティケア,後発品,,,"1,425",,H29.10.1局方品
注射薬,3999411H1031,オザグレルナトリウム,８０ｍｇ４ｍＬ１瓶,局,,,オザグレルＮａ点滴静注８０ｍｇ「タカタ」,高田製薬,後発品,,,"1,042",,H29.10.1局方品
注射薬,3999411H2020,オザグレルナトリウム,２０ｍｇ２．５ｍＬ１管,局,,,カタクロット注射液２０ｍｇ,小野薬品工業,,先発品,,"1,124",,H29.10.1局方品
注射薬,3999411H2038,オザグレルナトリウム,２０ｍｇ２．５ｍＬ１管,局,,,キサンボンＳ注射液２０ｍｇ,キッセイ薬品工業,,先発品,,809,,H29.10.1局方品
注射薬,3999411H3026,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,局,,,カタクロット注射液４０ｍｇ,小野薬品工業,,先発品,,"2,079",,H29.10.1局方品
注射薬,3999411H3034,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,局,,,キサンボンＳ注射液４０ｍｇ,キッセイ薬品工業,,先発品,,"1,498",,H29.10.1局方品
注射薬,3999411H7030,オザグレルナトリウム,２０ｍｇ１ｍＬ１瓶,局,,,オザグレルＮａ点滴静注２０ｍｇ「タカタ」,高田製薬,後発品,,,399,,H29.10.1局方品
注射薬,3999411H8010,オザグレルナトリウム,４０ｍｇ２ｍＬ１瓶,,,,オザグレルナトリウム４０ｍｇ２ｍＬ注射液,,後発品,,,493,,
注射薬,3999412A1020,エポエチンアルファ（遺伝子組換え）,１，５００国際単位２ｍＬ１瓶,,,,エスポー注射液１５００,協和発酵キリン,,先発品,,"1,725",H29.3.31まで,
注射薬,3999412A2026,エポエチンアルファ（遺伝子組換え）,３，０００国際単位２ｍＬ１瓶,,,,エスポー注射液３０００,協和発酵キリン,,先発品,○,"2,978",H29.3.31まで,
注射薬,3999412A3022,エポエチンアルファ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１管,,,,エスポー皮下用６０００,協和発酵キリン,,先発品,,"8,163",H29.3.31まで,
注射薬,3999412A4029,エポエチンアルファ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１管,,,,エスポー皮下用９０００,協和発酵キリン,,先発品,,"12,761",H29.3.31まで,
注射薬,3999412A5025,エポエチンアルファ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１管,,,,エスポー皮下用１２０００,協和発酵キリン,,先発品,,"13,823",H29.3.31まで,
注射薬,3999412A6021,エポエチンアルファ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１管,,,,エスポー皮下用２４０００,協和発酵キリン,,先発品,,"21,040",H29.3.31まで,
注射薬,3999412A7028,エポエチンアルファ（遺伝子組換え）,７５０国際単位０．５ｍＬ１管,,,,エスポー注射液７５０,協和発酵キリン,,先発品,,796,,
注射薬,3999412G1022,エポエチンアルファ（遺伝子組換え）,７５０国際単位０．５ｍＬ１筒,,,,エスポー注射液７５０シリンジ,協和発酵キリン,,先発品,○,638,,
注射薬,3999412G2029,エポエチンアルファ（遺伝子組換え）,１，５００国際単位２ｍＬ１筒,,,,エスポー注射液１５００シリンジ,協和発酵キリン,,先発品,,"1,039",,
注射薬,3999412G3025,エポエチンアルファ（遺伝子組換え）,３，０００国際単位２ｍＬ１筒,,,,エスポー注射液３０００シリンジ,協和発酵キリン,,先発品,○,"1,800",,
注射薬,3999412G4021,エポエチンアルファ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用６０００シリンジ,協和発酵キリン,,先発品,,"7,984",,
注射薬,3999412G5028,エポエチンアルファ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用９０００シリンジ,協和発酵キリン,,先発品,,"10,867",,
注射薬,3999412G6024,エポエチンアルファ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用１２０００シリンジ,協和発酵キリン,,先発品,,"13,643",,
注射薬,3999412G7020,エポエチンアルファ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用２４０００シリンジ,協和発酵キリン,,先発品,,"20,911",,
注射薬,3999413A1032,エポエチンベータ（遺伝子組換え）,７５０国際単位０．５ｍＬ１管,,,,エポジン注アンプル７５０,中外製薬,,先発品,,"1,141",H30.3.31まで,
注射薬,3999413A2039,エポエチンベータ（遺伝子組換え）,１，５００国際単位０．５ｍＬ１管,,,,エポジン注アンプル１５００,中外製薬,,先発品,,"1,660",H30.3.31まで,
注射薬,3999413A3035,エポエチンベータ（遺伝子組換え）,３，０００国際単位０．５ｍＬ１管,,,,エポジン注アンプル３０００,中外製薬,,先発品,,"2,851",H30.3.31まで,
注射薬,3999413A4031,エポエチンベータ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１管,,,,エポジン注アンプル６０００,中外製薬,,先発品,,"8,280",H30.3.31まで,
注射薬,3999413A5046,エポエチンベータ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１管,,,,エポジン皮下注アンプル９０００,中外製薬,,先発品,,"11,367",H29.3.31まで,
注射薬,3999413A6042,エポエチンベータ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１管,,,,エポジン皮下注アンプル１２０００,中外製薬,,先発品,,"14,841",H29.3.31まで,
注射薬,3999413G1035,エポエチンベータ（遺伝子組換え）,７５０国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ７５０,中外製薬,,先発品,,572,,
注射薬,3999413G2031,エポエチンベータ（遺伝子組換え）,１，５００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ１５００,中外製薬,,先発品,,917,,
注射薬,3999413G3038,エポエチンベータ（遺伝子組換え）,３，０００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ３０００,中外製薬,,先発品,,"1,662",,
注射薬,3999413G4034,エポエチンベータ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ６０００,中外製薬,,先発品,,"8,148",,
注射薬,3999413G5049,エポエチンベータ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ９０００,中外製薬,,先発品,,"11,375",,
注射薬,3999413G6045,エポエチンベータ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ１２０００,中外製薬,,先発品,,"13,448",,
注射薬,3999413G7025,エポエチンベータ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ２４０００,中外製薬,,先発品,,"21,283",,
注射薬,3999414A1010,カルシトニン（サケ）,１０国際単位０．５ｍＬ１管,,,,カルシトニン（サケ）１０国際単位０．５ｍＬ注射液,,後発品,,,73,,
注射薬,3999414A2025,カルシトニン（サケ）,１０国際単位１ｍＬ１管,,,,カルシトラン注１０,あすか製薬,,先発品,,395,,
注射薬,3999415A2089,チオクト酸,０．５％５ｍＬ１管,,,,リポアラン静注２５ｍｇ,小林化工,後発品,,,56,,
注射薬,3999415A2100,チオクト酸,０．５％５ｍＬ１管,,,,チオクト酸注２５ｍｇ「日新」,日新製薬（山形）,,,,56,,
注射薬,3999416A1028,タクロリムス水和物,５ｍｇ１ｍＬ１管,,,,プログラフ注射液５ｍｇ,アステラス製薬,,先発品,,"5,550",,
注射薬,3999416A2024,タクロリムス水和物,２ｍｇ０．４ｍＬ１管,,,,プログラフ注射液２ｍｇ,アステラス製薬,,先発品,,"2,630",,
注射薬,3999417D1037,グスペリムス塩酸塩,１００ｍｇ１瓶,,,,スパニジン点滴静注用１００ｍｇ,日本化薬,,先発品,,"47,140",,
