区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,3334401A6085,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ヘパリンナトリウム注Ｎ１万単位／１０ｍＬ「味の素」,味の素製薬,,,,403,H26.3.31まで,
注射薬,3334401A6107,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ノボ・ヘパリン注１万単位／１０ｍＬ,持田製薬,,,,360,,
注射薬,3334401A6115,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ヘパリンナトリウム注１万単位／１０ｍＬ「タナベ」,田辺三菱製薬,,,,428,H26.3.31まで,
注射薬,3334401A6123,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ヘパリンナトリウム注１万単位／１０ｍＬ「ＡＹ」,エイワイファーマ,,,,403,,H25.7.1収載
注射薬,3334401A6131,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ヘパリンナトリウム注Ｎ１万単位／１０ｍＬ「ＡＹ」,エイワイファーマ,,,,403,,H25.7.1収載
注射薬,3334401A6140,ヘパリンナトリウム,１０，０００単位１０ｍＬ１瓶,局,,ヘパリンナトリウム注１万単位／１０ｍＬ「ニプロ」,ニプロ,,,,428,,H26.2.3収載
注射薬,3334401A7014,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンナトリウム注射液,,,,,713,,
注射薬,3334401A7065,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンナトリウム注５万単位／５０ｍＬ「味の素」,味の素製薬,,,,"1,028",H26.3.31まで,
注射薬,3334401A7081,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンＮａ注５万単位／５０ｍＬ「フソー」,扶桑薬品工業,,,,735,H26.3.31まで,
注射薬,3334401A7090,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンナトリウム注５万単位／５０ｍＬ「タナベ」,田辺三菱製薬,,,,"1,687",H26.3.31まで,
注射薬,3334401A7103,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンナトリウム注５万単位／５０ｍＬ「ＡＹ」,エイワイファーマ,,,,"1,028",,H25.7.1収載
注射薬,3334401A7111,ヘパリンナトリウム,５０，０００単位５０ｍＬ１瓶,局,,ヘパリンナトリウム注５万単位／５０ｍＬ「ニプロ」,ニプロ,,,,"1,687",,H26.2.3収載
注射薬,3334401A8010,ヘパリンナトリウム,１００，０００単位１００ｍＬ１瓶,局,,ヘパリンナトリウム注射液,,,,,"1,253",,
注射薬,3334401A8053,ヘパリンナトリウム,１００，０００単位１００ｍＬ１瓶,局,,ヘパリンナトリウム注１０万単位／１００ｍＬ「味の素」,味の素製薬,,,,"2,100",H26.3.31まで,
注射薬,3334401A8070,ヘパリンナトリウム,１００，０００単位１００ｍＬ１瓶,局,,ヘパリンＮａ注１０万単位／１００ｍＬ「フソー」,扶桑薬品工業,,,,"1,451",H26.3.31まで,
注射薬,3334401A8088,ヘパリンナトリウム,１００，０００単位１００ｍＬ１瓶,局,,ヘパリンナトリウム注１０万単位／１００ｍＬ「ＡＹ」,エイワイファーマ,,,,"2,100",,H25.7.1収載
注射薬,3334402A1037,ヘパリンナトリウム,５，０００単位２０ｍＬ１管,,,ヘパリンＮａ透析用２５０単位／ｍＬ「フソー」２０ｍＬ,扶桑薬品工業,後発品,,,103,,
注射薬,3334402A1053,ヘパリンナトリウム,５，０００単位２０ｍＬ１管,,,ヘパリンＮａ透析用２５０単位／ｍＬ「ＮＳ」２０ｍＬ,日新製薬（山形）,後発品,,,110,,
注射薬,3334402A2025,ヘパリンナトリウム,３，０００単位２０ｍＬ１管,,,ヘパリンＮａ透析用１５０単位／ｍＬ「フソー」２０ｍＬ,扶桑薬品工業,後発品,,,95,,
注射薬,3334402A3021,ヘパリンナトリウム,４，０００単位２０ｍＬ１管,,,ヘパリンＮａ透析用２００単位／ｍＬ「フソー」２０ｍＬ,扶桑薬品工業,後発品,,,101,,
注射薬,3334402G1048,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,ヘパフラッシュ１０単位／ｍＬシリンジ５ｍＬ,テルモ,,,,121,,
注射薬,3334402G1064,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ「オーツカ」５ｍＬ,大塚製薬工場,後発品,,,121,,
注射薬,3334402G1072,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,ペミロックヘパリンロック用１０単位／ｍＬシリンジ５ｍＬ,テバ製薬,後発品,,,121,,
注射薬,3334402G1080,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,デリバデクスヘパリンロック用１０単位／ｍＬシリンジ５ｍＬ,シオノケミカル,後発品,,,121,,
注射薬,3334402G1099,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ５ｍＬ「タナベ」,田辺三菱製薬,,,,147,H26.3.31まで,
注射薬,3334402G1102,ヘパリンナトリウム,５０単位５ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ５ｍＬ「ニプロ」,ニプロ,,,,147,,H26.2.3収載
注射薬,3334402G2052,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,ヘパフラッシュ１０単位／ｍＬシリンジ１０ｍＬ,テルモ,,,,121,,
注射薬,3334402G2079,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ「オーツカ」１０ｍＬ,大塚製薬工場,後発品,,,121,,
注射薬,3334402G2087,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,ペミロックヘパリンロック用１０単位／ｍＬシリンジ１０ｍＬ,テバ製薬,後発品,,,129,,
注射薬,3334402G2095,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,デリバデクスヘパリンロック用１０単位／ｍＬシリンジ１０ｍＬ,シオノケミカル,後発品,,,121,,
注射薬,3334402G2109,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ１０ｍＬ「タナベ」,田辺三菱製薬,,,,147,H26.3.31まで,
注射薬,3334402G2117,ヘパリンナトリウム,１００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１０単位／ｍＬシリンジ１０ｍＬ「ニプロ」,ニプロ,,,,147,,H26.2.3収載
注射薬,3334402G3040,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,ヘパフラッシュ１００単位／ｍＬシリンジ５ｍＬ,テルモ,,,,146,,
注射薬,3334402G3067,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ「オーツカ」５ｍＬ,大塚製薬工場,後発品,,,146,,
注射薬,3334402G3075,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,ペミロックヘパリンロック用１００単位／ｍＬシリンジ５ｍＬ,テバ製薬,後発品,,,146,,
注射薬,3334402G3083,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,デリバデクスヘパリンロック用１００単位／ｍＬシリンジ５ｍＬ,シオノケミカル,後発品,,,140,,
注射薬,3334402G3091,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ５ｍＬ「タナベ」,田辺三菱製薬,,,,169,H26.3.31まで,
注射薬,3334402G3105,ヘパリンナトリウム,５００単位５ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ５ｍＬ「ニプロ」,ニプロ,,,,169,,H26.2.3収載
注射薬,3334402G4055,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,ヘパフラッシュ１００単位／ｍＬシリンジ１０ｍＬ,テルモ,,,,161,,
注射薬,3334402G4071,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ「オーツカ」１０ｍＬ,大塚製薬工場,後発品,,,161,,
注射薬,3334402G4080,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,ペミロックヘパリンロック用１００単位／ｍＬシリンジ１０ｍＬ,テバ製薬,後発品,,,161,,
注射薬,3334402G4098,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,デリバデクスヘパリンロック用１００単位／ｍＬシリンジ１０ｍＬ,シオノケミカル,後発品,,,140,,
注射薬,3334402G4101,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ１０ｍＬ「タナベ」,田辺三菱製薬,,,,182,H26.3.31まで,
注射薬,3334402G4110,ヘパリンナトリウム,１，０００単位１０ｍＬ１筒,,,ヘパリンＮａロック用１００単位／ｍＬシリンジ１０ｍＬ「ニプロ」,ニプロ,,,,182,,H26.2.3収載
注射薬,3334402G5043,ヘパリンナトリウム,５，０００単位１０ｍＬ１筒,,,ヘパリンＮａ透析用５００単位／ｍＬシリンジ１０ｍＬ「ＮＰ」,ニプロファーマ,後発品,,,223,,
注射薬,3334402G6031,ヘパリンナトリウム,１０，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用５００単位／ｍＬシリンジ２０ｍＬ「ＮＰ」,ニプロファーマ,後発品,,,335,,
注射薬,3334402G8026,ヘパリンナトリウム,３，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用１５０単位／ｍＬシリンジ２０ｍＬ「ＡＴ」,テバ製薬,後発品,,,237,,
注射薬,3334402G8034,ヘパリンナトリウム,３，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用１５０単位／ｍＬシリンジ２０ｍＬ「フソー」,扶桑薬品工業,後発品,,,250,,
注射薬,3334402G8042,ヘパリンナトリウム,３，０００単位２０ｍＬ１筒,,,ヘパフィルド透析用１５０単位／ｍＬシリンジ２０ｍＬ,大塚製薬工場,後発品,,,193,,
注射薬,3334402P1021,ヘパリンナトリウム,４，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用２００単位／ｍＬシリンジ２０ｍＬ「ＡＴ」,テバ製薬,後発品,,,262,,
注射薬,3334402P1030,ヘパリンナトリウム,４，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用２００単位／ｍＬシリンジ２０ｍＬ「フソー」,扶桑薬品工業,後発品,,,260,,
注射薬,3334402P1048,ヘパリンナトリウム,４，０００単位２０ｍＬ１筒,,,ヘパフィルド透析用２００単位／ｍＬシリンジ２０ｍＬ,大塚製薬工場,後発品,,,198,,
注射薬,3334402P2028,ヘパリンナトリウム,５，０００単位２０ｍＬ１筒,,,ヘパフィルド透析用２５０単位／ｍＬシリンジ２０ｍＬ,大塚製薬工場,後発品,,,202,,
注射薬,3334402P2036,ヘパリンナトリウム,５，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用２５０単位／ｍＬシリンジ２０ｍＬ「ＡＴ」,テバ製薬,後発品,,,292,,
注射薬,3334402P2044,ヘパリンナトリウム,５，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用２５０単位／ｍＬシリンジ２０ｍＬ「フソー」,扶桑薬品工業,後発品,,,260,,
注射薬,3334402P2052,ヘパリンナトリウム,５，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用２５０単位／ｍＬシリンジ２０ｍＬ「ニプロ」,ニプロファーマ,後発品,,,223,,
注射薬,3334402P3024,ヘパリンナトリウム,７，０００単位２０ｍＬ１筒,,,ヘパリンＮａ透析用３５０単位／ｍＬシリンジ２０ｍＬ「フソー」,扶桑薬品工業,後発品,,,306,,
注射薬,3334402P4020,ヘパリンナトリウム,３，０００単位１２ｍＬ１筒,,,ヘパリンＮａ透析用２５０単位／ｍＬシリンジ１２ｍＬ「ニプロ」,ニプロファーマ,後発品,,,196,,
注射薬,3334402P5027,ヘパリンナトリウム,４，０００単位１６ｍＬ１筒,,,ヘパリンＮａ透析用２５０単位／ｍＬシリンジ１６ｍＬ「ニプロ」,ニプロファーマ,後発品,,,209,,
注射薬,3334403A1074,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１管,,,ダルテパリンＮａ静注５０００単位／５ｍＬ「マイラン」,マイラン製薬,後発品,,,707,,
注射薬,3334403A1082,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１管,,,フレスバル静注５０００単位／５ｍＬ,日新製薬（山形）,後発品,,,757,,
注射薬,3334403A2119,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,リザルミン静注５０００単位／５ｍＬ,ＩＬＳ,後発品,,,955,,
注射薬,3334403A2127,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ダルテパリンＮａ静注５千単位／５ｍＬ「ＨＫ」,光製薬,後発品,,,879,,
注射薬,3334403A2135,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ダルテパリンＮａ静注５０００単位／５ｍＬ「タイヨー」,テバ製薬,後発品,,,707,,
注射薬,3334403A2143,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ダルテパリンＮａ静注５０００単位／５ｍＬ「日医工」,日医工,後発品,,,707,,
注射薬,3334403A2151,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ダルテパリンＮａ静注５０００単位／５ｍＬ「日本臓器」,日本臓器製薬,後発品,,,674,,
注射薬,3334403A2160,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,フラグミン静注５０００単位／５ｍＬ,ファイザー,,先発品,○,"1,316",,
注射薬,3334403A2178,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ヘパグミン静注５０００単位／５ｍＬ,沢井製薬,後発品,,,757,H25.3.31まで,
注射薬,3334403A2186,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ヘパクロン静注５０００単位／５ｍＬ,エール薬品,後発品,,,635,,
注射薬,3334403A2194,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ダルテパリンＮａ静注５０００単位／５ｍＬ「サワイ」,沢井製薬,後発品,,,757,,H24.6.22収載
注射薬,3334403G1034,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位５ｍＬ１筒,,,ダルテパリンＮａ静注５千単位／５ｍＬシリンジ「ＨＫ」,光製薬,後発品,,,952,,
注射薬,3334403G2022,ダルテパリンナトリウム,２，５００低分子ヘパリン国際単位１０ｍＬ１筒,,,ダルテパリンＮａ静注２５００単位／１０ｍＬシリンジ「ニプロ」,ニプロファーマ,後発品,,,509,,
注射薬,3334403G3029,ダルテパリンナトリウム,３，０００低分子ヘパリン国際単位１２ｍＬ１筒,,,ダルテパリンＮａ静注３０００単位／１２ｍＬシリンジ「ニプロ」,ニプロファーマ,後発品,,,580,,
注射薬,3334403G4025,ダルテパリンナトリウム,４，０００低分子ヘパリン国際単位１６ｍＬ１筒,,,ダルテパリンＮａ静注４０００単位／１６ｍＬシリンジ「ニプロ」,ニプロファーマ,後発品,,,700,,
注射薬,3334403G5021,ダルテパリンナトリウム,５，０００低分子ヘパリン国際単位２０ｍＬ１筒,,,ダルテパリンＮａ静注５０００単位／２０ｍＬシリンジ「ニプロ」,ニプロファーマ,後発品,,,818,,
注射薬,3334404A1052,パルナパリンナトリウム,５，０００低分子量ヘパリン単位１瓶,,,ミニヘパ透析用５００単位／ｍＬバイアル１０ｍＬ,ＩＬＳ,後発品,,,982,,
注射薬,3334404A1060,パルナパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,ローヘパ透析用５００単位／ｍＬバイアル１０ｍＬ,エイワイファーマ,,先発品,○,"1,037",,
注射薬,3334404G1039,パルナパリンナトリウム,２，０００低分子ヘパリン国際単位２０ｍＬ１筒,,,ローヘパ透析用１００単位／ｍＬシリンジ２０ｍＬ,エイワイファーマ,,先発品,○,616,,
注射薬,3334404G2035,パルナパリンナトリウム,３，０００低分子ヘパリン国際単位２０ｍＬ１筒,,,ローヘパ透析用１５０単位／ｍＬシリンジ２０ｍＬ,エイワイファーマ,,先発品,○,836,,
注射薬,3334404G3031,パルナパリンナトリウム,４，０００低分子ヘパリン国際単位２０ｍＬ１筒,,,ローヘパ透析用２００単位／ｍＬシリンジ２０ｍＬ,エイワイファーマ,,先発品,○,"1,047",,
注射薬,3334404G4020,パルナパリンナトリウム,２，０００低分子量ヘパリン単位２０ｍＬ１筒,,,ミニヘパ透析用１００単位／ｍＬシリンジ２０ｍＬ,扶桑薬品工業,後発品,,,549,,
注射薬,3334404G5026,パルナパリンナトリウム,３，０００低分子量ヘパリン単位２０ｍＬ１筒,,,ミニヘパ透析用１５０単位／ｍＬシリンジ２０ｍＬ,扶桑薬品工業,後発品,,,739,,
注射薬,3334404G6022,パルナパリンナトリウム,４，０００低分子量ヘパリン単位２０ｍＬ１筒,,,ミニヘパ透析用２００単位／ｍＬシリンジ２０ｍＬ,扶桑薬品工業,後発品,,,940,,
注射薬,3334405A2045,レビパリンナトリウム,５，０００低分子ヘパリン国際単位１瓶,,,クリバリン透析用１０００単位／ｍＬバイアル５ｍＬ,アボットジャパン,,先発品,,"1,134",,
注射薬,3334406G1020,エノキサパリンナトリウム,２，０００低分子ヘパリン国際単位０．２ｍＬ１筒,,,クレキサン皮下注キット２０００ＩＵ,サノフィ,,先発品,,"1,036",,
注射薬,3339400G1029,フォンダパリヌクスナトリウム,１．５ｍｇ０．３ｍＬ１筒,,,アリクストラ皮下注１．５ｍｇ,グラクソ・スミスクライン,,先発品,,"1,545",,
注射薬,3339400G2025,フォンダパリヌクスナトリウム,２．５ｍｇ０．５ｍＬ１筒,,,アリクストラ皮下注２．５ｍｇ,グラクソ・スミスクライン,,先発品,,"2,146",,
注射薬,3339400G3021,フォンダパリヌクスナトリウム,５ｍｇ０．４ｍＬ１筒,,,アリクストラ皮下注５ｍｇ,グラクソ・スミスクライン,,先発品,,"3,380",,
注射薬,3339400G4028,フォンダパリヌクスナトリウム,７．５ｍｇ０．６ｍＬ１筒,,,アリクストラ皮下注７．５ｍｇ,グラクソ・スミスクライン,,先発品,,"4,423",,
注射薬,3339401D1027,トロンボモデュリンアルファ（遺伝子組換え）,１２，８００単位１瓶,,,リコモジュリン点滴静注用１２８００,旭化成ファーマ,,先発品,,"38,352",,
注射薬,3339600A1030,ダナパロイドナトリウム,１，２５０抗第Ｘａ因子活性単位１ｍＬ１管,,,オルガラン静注１２５０単位,ＭＳＤ,,先発品,,"1,457",,
注射薬,3399400X1035,トロメタモール,３６．３％５０ｍＬ１管（希釈液・補正液付）,,,サム点滴静注セット,大塚製薬工場,,先発品,,743,,
注射薬,3399402D1038,ミリモスチム,４００万単位１瓶,,,ロイコプロール点滴静注用４００万単位,ＪＣＲファーマ,,先発品,,"13,287",H26.3.31まで,
注射薬,3399402D2034,ミリモスチム,８００万単位１瓶,,,ロイコプロール点滴静注用８００万単位,ＪＣＲファーマ,,先発品,,"23,897",,
注射薬,3399403A1036,結核菌熱水抽出物,２０μｇ１ｍＬ１管（Ｄ－アラビノース換算量として）,,,アンサー皮下注２０μｇ,ゼリア新薬工業,,先発品,,"3,146",,
注射薬,3399405A1027,フィルグラスチム（遺伝子組換え）,７５μｇ０．３ｍＬ１管,,,グラン注射液７５,協和発酵キリン,,先発品,,"10,055",,
注射薬,3399405A2023,フィルグラスチム（遺伝子組換え）,１５０μｇ０．６ｍＬ１管,,,グラン注射液１５０,協和発酵キリン,,先発品,,"20,048",,
注射薬,3399405A4026,フィルグラスチム（遺伝子組換え）,３００μｇ０．７ｍＬ１管,,,グラン注射液Ｍ３００,協和発酵キリン,,先発品,,"24,781",,
注射薬,3399405G1020,フィルグラスチム（遺伝子組換え）,７５μｇ０．３ｍＬ１筒,,,グランシリンジ７５,協和発酵キリン,,先発品,,"10,055",,
注射薬,3399405G2026,フィルグラスチム（遺伝子組換え）,１５０μｇ０．６ｍＬ１筒,,,グランシリンジ１５０,協和発酵キリン,,先発品,,"20,048",,
注射薬,3399405G3022,フィルグラスチム（遺伝子組換え）,３００μｇ０．７ｍＬ１筒,,,グランシリンジＭ３００,協和発酵キリン,,先発品,,"24,926",,
注射薬,3399406D1028,レノグラスチム（遺伝子組換え）,５０μｇ１瓶（溶解液付）,,,ノイトロジン注５０μｇ,中外製薬,,先発品,,"5,685",,
注射薬,3399406D2024,レノグラスチム（遺伝子組換え）,１００μｇ１瓶（溶解液付）,,,ノイトロジン注１００μｇ,中外製薬,,先発品,,"10,445",,
注射薬,3399406D3020,レノグラスチム（遺伝子組換え）,２５０μｇ１瓶（溶解液付）,,,ノイトロジン注２５０μｇ,中外製薬,,先発品,,"25,881",,
注射薬,3399407D1022,ナルトグラスチム（遺伝子組換え）,５０μｇ１瓶（溶解液付）,,,ノイアップ注５０,ヤクルト本社,,先発品,,"8,712",,
注射薬,3399407D2029,ナルトグラスチム（遺伝子組換え）,１００μｇ１瓶（溶解液付）,,,ノイアップ注１００,ヤクルト本社,,先発品,,"17,362",,
注射薬,3399407D3025,ナルトグラスチム（遺伝子組換え）,２５０μｇ１瓶（溶解液付）,,,ノイアップ注２５０,ヤクルト本社,,先発品,,"28,125",,
注射薬,3399407D4021,ナルトグラスチム（遺伝子組換え）,２５μｇ１瓶（溶解液付）,,,ノイアップ注２５,ヤクルト本社,,先発品,,"4,659",,
注射薬,3399408G1023,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,７５μｇ０．３ｍＬ１筒,,,フィルグラスチムＢＳ注７５μｇシリンジ「Ｆ」,富士製薬工業,後発品,,,"6,882",,H25.5.31収載
注射薬,3399408G1031,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,７５μｇ０．３ｍＬ１筒,,,フィルグラスチムＢＳ注７５μｇシリンジ「モチダ」,持田製薬,後発品,,,"6,882",,H25.5.31収載
注射薬,3399408G2020,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,１５０μｇ０．６ｍＬ１筒,,,フィルグラスチムＢＳ注１５０μｇシリンジ「Ｆ」,富士製薬工業,後発品,,,"10,871",,H25.5.31収載
注射薬,3399408G2038,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,１５０μｇ０．６ｍＬ１筒,,,フィルグラスチムＢＳ注１５０μｇシリンジ「モチダ」,持田製薬,後発品,,,"10,871",,H25.5.31収載
注射薬,3399408G3026,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,３００μｇ０．７ｍＬ１筒,,,フィルグラスチムＢＳ注３００μｇシリンジ「Ｆ」,富士製薬工業,後発品,,,"17,179",,H25.5.31収載
注射薬,3399408G3034,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続１］,３００μｇ０．７ｍＬ１筒,,,フィルグラスチムＢＳ注３００μｇシリンジ「モチダ」,持田製薬,後発品,,,"17,179",,H25.5.31収載
注射薬,3399409G1028,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,７５μｇ０．３ｍＬ１筒,,,フィルグラスチムＢＳ注７５μｇシリンジ「ＮＫ」,日本化薬,後発品,,,"6,882",,H25.5.31収載
注射薬,3399409G1036,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,７５μｇ０．３ｍＬ１筒,,,フィルグラスチムＢＳ注７５μｇシリンジ「テバ」,テバ製薬,後発品,,,"6,882",,H25.5.31収載
注射薬,3399409G2024,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,１５０μｇ０．６ｍＬ１筒,,,フィルグラスチムＢＳ注１５０μｇシリンジ「ＮＫ」,日本化薬,後発品,,,"10,871",,H25.5.31収載
注射薬,3399409G2032,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,１５０μｇ０．６ｍＬ１筒,,,フィルグラスチムＢＳ注１５０μｇシリンジ「テバ」,テバ製薬,後発品,,,"10,871",,H25.5.31収載
注射薬,3399409G3020,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,３００μｇ０．７ｍＬ１筒,,,フィルグラスチムＢＳ注３００μｇシリンジ「ＮＫ」,日本化薬,後発品,,,"17,179",,H25.5.31収載
注射薬,3399409G3039,フィルグラスチム（遺伝子組換え）［フィルグラスチム後続２］,３００μｇ０．７ｍＬ１筒,,,フィルグラスチムＢＳ注３００μｇシリンジ「テバ」,テバ製薬,後発品,,,"17,179",,H25.5.31収載
注射薬,3399500G1025,ブドウ糖・無機塩類配合剤,５００ｍＬ１キット,,,アートセレブ脳脊髄手術用洗浄灌流液,大塚製薬工場,,先発品,,"2,197",,
注射薬,3410507A1031,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム液付）,,,キンダリー透析剤ＡＦ１号,扶桑薬品工業,,先発品,,"3,236",,
注射薬,3410508A1036,人工透析液,１０Ｌ１瓶（炭酸水素ナトリウム付）,,,キンダリー透析剤ＡＦ１Ｐ号,扶桑薬品工業,,先発品,,"1,704",,
注射薬,3410515A2032,人工透析液,２Ｌ１袋,,,ＨＦ－ソリタ血液ろ過用補充液・Ｌ,エイワイファーマ,,先発品,,766,,
注射薬,3410515A3039,人工透析液,１Ｌ１袋,,,ＨＦ－ソリタ血液ろ過用補充液・Ｌ,エイワイファーマ,,先発品,,352,,
注射薬,3410520A1037,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム液付）,,,キンダリー透析剤ＡＦ２号,扶桑薬品工業,,先発品,,"2,935",,
注射薬,3410520A2033,人工透析液,１０Ｌ１瓶（炭酸水素ナトリウム付）,,,キンダリー透析剤ＡＦ２Ｐ号,扶桑薬品工業,,先発品,,"1,453",,
注射薬,3410520A5032,人工透析液,６Ｌ１瓶（炭酸水素ナトリウム液付）,,,キンダリー透析剤ＡＦ２号,扶桑薬品工業,,先発品,,"2,216",,
注射薬,3410520D1033,人工透析液,３袋１組,,,キンダリー透析剤２Ｄ,扶桑薬品工業,,先発品,,"1,378",,
注射薬,3410520D2048,人工透析液,２袋１組,,,キンダリー透析剤２Ｅ,扶桑薬品工業,,先発品,,"1,316",,
注射薬,3410520D2056,人工透析液,２袋１組,,,キドライム　透析剤　Ｔ－３０,富田製薬,,先発品,,"1,244",,
注射薬,3410521A1031,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム付）,,,ＡＫ－ソリタ透析剤・ＤＰ,エイワイファーマ,,先発品,,"1,300",,
注射薬,3410521A2038,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム付）,,,ＡＫ－ソリタ透析剤・ＦＰ,エイワイファーマ,,先発品,,"1,549",,
注射薬,3410522A1036,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム液付）,,,ＡＫ－ソリタ透析剤・ＤＬ,エイワイファーマ,,先発品,,"2,910",,
注射薬,3410522A2032,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム液付）,,,ＡＫ－ソリタ透析剤・ＦＬ,エイワイファーマ,,先発品,,"2,944",,
注射薬,3410523A1030,人工透析液,９Ｌ１瓶（炭酸水素ナトリウム液付）,,,キンダリー透析剤ＡＦ３号,扶桑薬品工業,,先発品,,"3,076",,
注射薬,3410523A2037,人工透析液,１０Ｌ１瓶（炭酸水素ナトリウム付）,,,キンダリー透析剤ＡＦ３Ｐ号,扶桑薬品工業,,先発品,,"1,594",,
注射薬,3410523A4030,人工透析液,６Ｌ１瓶（炭酸水素ナトリウム液付）,,,キンダリー透析剤ＡＦ３号,扶桑薬品工業,,先発品,," 2,245 ",,
注射薬,3410523D1037,人工透析液,３袋１組,,,キンダリー透析剤３Ｄ,扶桑薬品工業,,先発品,," 1,307 ",,
注射薬,3410523D2033,人工透析液,２袋１組,,,キンダリー透析剤３Ｅ,扶桑薬品工業,,先発品,,"1,307",,
