区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,
注射薬,3999407D2234,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,414,,,
注射薬,3999407D2269,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「フソー」,東菱薬品工業,後発品,,,414,,,
注射薬,3999407D2277,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「Ｆ」,富士製薬工業,後発品,,,414,,,
注射薬,3999407D2293,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「日医工」,日医工ファーマ,後発品,,,414,,,
注射薬,3999407D2307,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注用５０ｍｇ「トーワ」,東和薬品,後発品,,,414,,,
注射薬,3999407D2323,ナファモスタットメシル酸塩,５０ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用５０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,414,,,
注射薬,3999407D3060,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ブイペル１００,武田テバファーマ,後発品,,,864,R2.3.31まで,,
注射薬,3999407D3095,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,コアヒビター注射用１００ｍｇ,エイワイファーマ,後発品,,,864,,,
注射薬,3999407D3109,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,注射用ナファモスタット１００「ＭＥＥＫ」,小林化工,後発品,,,864,,,
注射薬,3999407D3117,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「ＡＦＰ」,共創未来ファーマ,後発品,,,864,,,
注射薬,3999407D3133,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「フソー」,東菱薬品工業,後発品,,,864,,,
注射薬,3999407D3141,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「日医工」,日医工ファーマ,後発品,,,864,,,
注射薬,3999407D3150,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「旭化成」,旭化成ファーマ,後発品,,,864,,,
注射薬,3999407D3168,ナファモスタットメシル酸塩,１００ｍｇ１瓶,,,,ナファモスタットメシル酸塩注射用１００ｍｇ「武田テバ」,武田テバファーマ,後発品,,,864,,,
注射薬,3999407D4024,ナファモスタットメシル酸塩,１５０ｍｇ１瓶,,,,コアヒビター注射用１５０ｍｇ,エイワイファーマ,後発品,,,"1,860",,,
注射薬,3999408A1171,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,アルツ関節注２５ｍｇ,生化学工業,,先発品,○,813,,,
注射薬,3999408A1279,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「サワイ」,沢井製薬,後発品,,,284,,,
注射薬,3999408A1295,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸ナトリウム関節注２５ｍｇ「日医工」,日医工,後発品,,,284,,,
注射薬,3999408A1309,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「日新」,日新製薬（山形）,後発品,,,284,,,
注射薬,3999408A1317,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「トーワ」,東和薬品,後発品,,,284,,,
注射薬,3999408A1325,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１管,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,284,,,
注射薬,3999408A2038,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１瓶,局,,,スベニールバイアル関節注２５ｍｇ,中外製薬,,先発品,○,703,,,
注射薬,3999408G1018,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,,,,精製ヒアルロン酸ナトリウム１％２．５ｍＬキット,,後発品,,,323,,,
注射薬,3999408G1247,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,アルツディスポ関節注２５ｍｇ,生化学工業,,先発品,○,"1,114",,,
注射薬,3999408G1255,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,スベニールディスポ関節注２５ｍｇ,中外製薬,,先発品,○,"1,032",,,
注射薬,3999408G1280,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアロス関節注２５ｍｇ,あゆみ製薬,後発品,,,448,,,
注射薬,3999408G1301,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,アダントディスポ関節注２５ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,448,R2.3.31まで,,
注射薬,3999408G1328,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒカミロンディスポ関節注２５ｍｇ,鶴原製薬,後発品,,,919,,,
注射薬,3999408G1395,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「ＮＰ」,ニプロ,後発品,,,448,,,
注射薬,3999408G1417,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸ナトリウム関節注２５ｍｇシリンジ「日医工」,日医工,後発品,,,448,,,
注射薬,3999408G1433,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「トーワ」,東和薬品,後発品,,,448,,,
注射薬,3999408G1441,精製ヒアルロン酸ナトリウム,１％２．５ｍＬ１筒,局,,,ヒアルロン酸Ｎａ関節注２５ｍｇシリンジ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,448,,,
注射薬,3999409A2032,Ｌ－グルタミン酸Ｌ－アルギニン,１０％２００ｍＬ１袋,,,,アルギメート点滴静注１０％,エイワイファーマ,,,,588,,,
注射薬,3999411A1033,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザペン注２０ｍｇ,富士薬品,後発品,,,396,,,
注射薬,3999411A1050,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注２０ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,274,,,
注射薬,3999411A1068,オザグレルナトリウム,２０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ静注液２０ｍｇ「日医工」,日医工,後発品,,,396,,,
注射薬,3999411A2048,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,局,,,オザグレルＮａ点滴静注８０ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,806,,,
注射薬,3999411A2056,オザグレルナトリウム,８０ｍｇ８ｍＬ１管,局,,,オザグレルＮａ静注液８０ｍｇ「日医工」,日医工,後発品,,,806,,,
注射薬,3999411A3044,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルナトリウム点滴静注液２０ｍｇ「ＪＤ」,ジェイドルフ製薬,後発品,,,274,R2.3.31まで,,
注射薬,3999411A3079,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「ケミファ」,日本薬品工業,後発品,,,396,,,
注射薬,3999411A3087,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注２０ｍｇ「ＩＰ」,共和クリティケア,後発品,,,274,,,
注射薬,3999411A3095,オザグレルナトリウム,２０ｍｇ１ｍＬ１管,局,,,オザグレルＮａ点滴静注液２０ｍｇ「トーワ」,東和薬品,後発品,,,396,,,
注射薬,3999411A4032,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルナトリウム点滴静注液８０ｍｇ「ＪＤ」,ジェイドルフ製薬,後発品,,,806,,,
注射薬,3999411A4075,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「ケミファ」,日本薬品工業,後発品,,,806,,,
注射薬,3999411A4083,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注８０ｍｇ「ＩＰ」,共和クリティケア,後発品,,,806,,,
注射薬,3999411A4091,オザグレルナトリウム,８０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注液８０ｍｇ「トーワ」,東和薬品,後発品,,,806,,,
注射薬,3999411A6019,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,,,,オザグレルナトリウム４０ｍｇ２ｍＬ注射液,,後発品,,,361,,,
注射薬,3999411A6043,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルナトリウム点滴静注液４０ｍｇ「ＪＤ」,ジェイドルフ製薬,後発品,,,432,,,
注射薬,3999411A6078,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注液４０ｍｇ「ケミファ」,日本薬品工業,後発品,,,626,,,
注射薬,3999411A6094,オザグレルナトリウム,４０ｍｇ２ｍＬ１管,局,,,オザグレルＮａ点滴静注液４０ｍｇ「トーワ」,東和薬品,後発品,,,432,,,
注射薬,3999411A7023,オザグレルナトリウム,４０ｍｇ２．５ｍＬ１管,局,,,オザペン注４０ｍｇ,富士薬品,後発品,,,626,,,
注射薬,3999411A8020,オザグレルナトリウム,８０ｍｇ５ｍＬ１管,局,,,オザペン注８０ｍｇ,富士薬品,後発品,,,806,,,
注射薬,3999411A9034,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ点滴静注４０ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,432,,,
注射薬,3999411A9042,オザグレルナトリウム,４０ｍｇ４ｍＬ１管,局,,,オザグレルＮａ静注液４０ｍｇ「日医工」,日医工,後発品,,,432,,,
注射薬,3999411D1056,オザグレルナトリウム,２０ｍｇ１瓶,局,,,注射用カタクロット２０ｍｇ,丸石製薬,,先発品,○,711,,,
注射薬,3999411D1064,オザグレルナトリウム,２０ｍｇ１瓶,局,,,キサンボン注射用２０ｍｇ,キッセイ薬品工業,,先発品,○,607,,,
注射薬,3999411D1153,オザグレルナトリウム,２０ｍｇ１瓶,局,,,注射用オザグレルナトリウム２０ｍｇ「Ｆ」,富士製薬工業,後発品,,,274,,,
注射薬,3999411D1170,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オサグレン点滴静注用２０ｍｇ,東和薬品,後発品,,,274,R2.3.31まで,,
注射薬,3999411D1196,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オザグレルＮａ注射用２０ｍｇ「ＳＷ」,沢井製薬,後発品,,,274,,,
注射薬,3999411D1200,オザグレルナトリウム,２０ｍｇ１瓶,局,,,オザグレルＮａ静注用２０ｍｇ「日医工」,日医工,後発品,,,274,,,
注射薬,3999411D2028,オザグレルナトリウム,４０ｍｇ１瓶,局,,,注射用カタクロット４０ｍｇ,丸石製薬,,先発品,○,"1,227",,,
注射薬,3999411D2036,オザグレルナトリウム,４０ｍｇ１瓶,局,,,キサンボン注射用４０ｍｇ,キッセイ薬品工業,,先発品,○,"1,135",,,
注射薬,3999411D2060,オザグレルナトリウム,４０ｍｇ１瓶,局,,,注射用オザグレルナトリウム４０ｍｇ「Ｆ」,富士製薬工業,後発品,,,432,,,
注射薬,3999411D2079,オザグレルナトリウム,４０ｍｇ１瓶,局,,,オザグレルＮａ注射用４０ｍｇ「ＳＷ」,沢井製薬,後発品,,,432,,,
注射薬,3999411G1028,オザグレルナトリウム,２０ｍｇ０．５ｍＬ１筒,局,,,オキリコン注シリンジ２０ｍｇ,武田テバファーマ,後発品,,,343,,,
注射薬,3999411G2024,オザグレルナトリウム,４０ｍｇ１ｍＬ１筒,局,,,オキリコン注シリンジ４０ｍｇ,武田テバファーマ,後発品,,,743,,,
注射薬,3999411G3020,オザグレルナトリウム,８０ｍｇ２ｍＬ１筒,局,,,オキリコン注シリンジ８０ｍｇ,武田テバファーマ,後発品,,,"1,431",,,
注射薬,3999411G4035,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注射液８０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,703,,,
注射薬,3999411G4043,オザグレルナトリウム,８０ｍｇ４ｍＬ１筒,局,,,オザグレルＮａ注８０ｍｇシリンジ「ＩＰ」,共和クリティケア,後発品,,,"1,431",,,
注射薬,3999411G5023,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザペンバッグ注８０ｍｇ,富士薬品,後発品,,,"1,095",,,
注射薬,3999411G5031,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ注射液８０ｍｇバッグ「サワイ」,沢井製薬,後発品,,,"1,095",,,
注射薬,3999411G5040,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「ＤＫ」,大興製薬,後発品,,,"1,095",,,
注射薬,3999411G5058,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「ＳＮ」,シオノケミカル,後発品,,,"1,095",,,
注射薬,3999411G5066,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「タカタ」,高田製薬,後発品,,,"1,095",,,
注射薬,3999411G5074,オザグレルナトリウム,８０ｍｇ２００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇバッグ「テルモ」,テルモ,後発品,,,"1,095",,,
注射薬,3999411G6020,オザグレルナトリウム,２０ｍｇ１ｍＬ１筒,局,,,オザグレルＮａ注射液２０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,343,,,
注射薬,3999411G7026,オザグレルナトリウム,４０ｍｇ２ｍＬ１筒,局,,,オザグレルＮａ注射液４０ｍｇシリンジ「サワイ」,沢井製薬,後発品,,,743,,,
注射薬,3999411G8022,オザグレルナトリウム,８０ｍｇ１００ｍＬ１袋,局,,,オザグレルＮａ点滴静注８０ｍｇ／１００ｍＬバッグ「ＩＰ」,共和クリティケア,後発品,,,"1,078",,,
注射薬,3999411H1031,オザグレルナトリウム,８０ｍｇ４ｍＬ１瓶,局,,,オザグレルＮａ点滴静注８０ｍｇ「タカタ」,高田製薬,後発品,,,806,,,
注射薬,3999411H2020,オザグレルナトリウム,２０ｍｇ２．５ｍＬ１管,局,,,カタクロット注射液２０ｍｇ,丸石製薬,,先発品,,711,,,
注射薬,3999411H2038,オザグレルナトリウム,２０ｍｇ２．５ｍＬ１管,局,,,キサンボンＳ注射液２０ｍｇ,キッセイ薬品工業,,先発品,,607,,,
注射薬,3999411H3026,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,局,,,カタクロット注射液４０ｍｇ,丸石製薬,,先発品,,"1,227",,,
注射薬,3999411H3034,オザグレルナトリウム,４０ｍｇ５ｍＬ１管,局,,,キサンボンＳ注射液４０ｍｇ,キッセイ薬品工業,,先発品,,"1,135",,,
注射薬,3999411H7030,オザグレルナトリウム,２０ｍｇ１ｍＬ１瓶,局,,,オザグレルＮａ点滴静注２０ｍｇ「タカタ」,高田製薬,後発品,,,274,,,
注射薬,3999411H8036,オザグレルナトリウム,４０ｍｇ２ｍＬ１瓶,局,,,オザグレルＮａ点滴静注４０ｍｇ「タカタ」,高田製薬,後発品,,,432,,,
注射薬,3999412A7028,エポエチンアルファ（遺伝子組換え）,７５０国際単位０．５ｍＬ１管,,,,エスポー注射液７５０,協和キリン,,先発品,,655,,,
注射薬,3999412G1022,エポエチンアルファ（遺伝子組換え）,７５０国際単位０．５ｍＬ１筒,,,,エスポー注射液７５０シリンジ,協和キリン,,先発品,○,532,,,
注射薬,3999412G2029,エポエチンアルファ（遺伝子組換え）,１，５００国際単位２ｍＬ１筒,,,,エスポー注射液１５００シリンジ,協和キリン,,先発品,,857,,,
注射薬,3999412G3025,エポエチンアルファ（遺伝子組換え）,３，０００国際単位２ｍＬ１筒,,,,エスポー注射液３０００シリンジ,協和キリン,,先発品,○,"1,467",,,
注射薬,3999412G4021,エポエチンアルファ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用６０００シリンジ,協和キリン,,先発品,,"7,432",,,
注射薬,3999412G5028,エポエチンアルファ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用９０００シリンジ,協和キリン,,先発品,,"9,798",,,
注射薬,3999412G6024,エポエチンアルファ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用１２０００シリンジ,協和キリン,,先発品,,"12,321",,,
注射薬,3999412G7020,エポエチンアルファ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エスポー皮下用２４０００シリンジ,協和キリン,,先発品,,"18,225",,,
注射薬,3999413G1035,エポエチンベータ（遺伝子組換え）,７５０国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ７５０,中外製薬,,先発品,,391,,,
注射薬,3999413G2031,エポエチンベータ（遺伝子組換え）,１，５００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ１５００,中外製薬,,先発品,,619,,,
注射薬,3999413G3038,エポエチンベータ（遺伝子組換え）,３，０００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ３０００,中外製薬,,先発品,,"1,129",,,
注射薬,3999413G4034,エポエチンベータ（遺伝子組換え）,６，０００国際単位０．５ｍＬ１筒,,,,エポジン注シリンジ６０００,中外製薬,,先発品,,"7,629",,,
注射薬,3999413G5049,エポエチンベータ（遺伝子組換え）,９，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ９０００,中外製薬,,先発品,,"10,873",,,
注射薬,3999413G6045,エポエチンベータ（遺伝子組換え）,１２，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ１２０００,中外製薬,,先発品,,"12,479",,,
注射薬,3999413G7025,エポエチンベータ（遺伝子組換え）,２４，０００国際単位０．５ｍＬ１筒,,,,エポジン皮下注シリンジ２４０００,中外製薬,,先発品,,"18,790",,,
注射薬,3999415A2100,チオクト酸,０．５％５ｍＬ１管,,,,チオクト酸注２５ｍｇ「日新」,日新製薬（山形）,,,,57,,,
注射薬,3999415A2119,チオクト酸,０．５％５ｍＬ１管,,,,チオクト酸静注２５ｍｇ「ＫＮ」,小林化工,後発品,,,57,,,
注射薬,3999416A1028,タクロリムス水和物,５ｍｇ１ｍＬ１管,,,,プログラフ注射液５ｍｇ,アステラス製薬,,先発品,,"4,770",,,
注射薬,3999416A2024,タクロリムス水和物,２ｍｇ０．４ｍＬ１管,,,,プログラフ注射液２ｍｇ,アステラス製薬,,先発品,,"2,365",,,
注射薬,3999417D1037,グスペリムス塩酸塩,１００ｍｇ１瓶,,,,スパニジン点滴静注用１００ｍｇ,日本化薬,,先発品,,"44,190",,,
注射薬,3999418D1031,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用１５ｍｇ「Ｆ」,富士製薬工業,後発品,,,"4,034",,,
注射薬,3999418D1040,パミドロン酸二ナトリウム水和物,１５ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用１５ｍｇ「サワイ」,沢井製薬,後発品,,,"4,034",,,
注射薬,3999418D2038,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用３０ｍｇ「Ｆ」,富士製薬工業,後発品,,,"7,285",,,
注射薬,3999418D2046,パミドロン酸二ナトリウム水和物,３０ｍｇ１瓶,,,,パミドロン酸二Ｎａ点滴静注用３０ｍｇ「サワイ」,沢井製薬,後発品,,,"7,285",,,
注射薬,3999419G1024,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,ボナロン点滴静注バッグ９００μｇ,帝人ファーマ,,先発品,○,"3,969",,,
注射薬,3999419G1032,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,アレンドロン酸点滴静注バッグ９００μｇ「ＤＫ」,大興製薬,後発品,,,"1,290",,,
注射薬,3999419G1040,アレンドロン酸ナトリウム水和物,９００μｇ１００ｍＬ１袋,,,,アレンドロン酸点滴静注バッグ９００μｇ「ＨＫ」,光製薬,後発品,,,"1,290",,,
注射薬,3999421A1037,Ｌ－アルギニン塩酸塩,１０％２００ｍＬ１袋,,,,アルギＵ点滴静注２０ｇ,エイワイファーマ,,先発品,,"2,633",,,
注射薬,3999422D1020,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,注射用エラスポール１００,丸石製薬,,先発品,○,"4,046",,,
注射薬,3999422D1038,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「サンド」,富士薬品,後発品,,,"1,370",,,
注射薬,3999422D1046,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「テバ」,武田テバファーマ,後発品,,,"1,370",,,
注射薬,3999422D1054,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「ニプロ」,ニプロ,後発品,,,"1,370",,,
注射薬,3999422D1062,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットＮａ点滴静注用１００ｍｇ「ファイザー」,マイラン製薬,後発品,,,"2,061",,,
注射薬,3999422D1070,シベレスタットナトリウム水和物,１００ｍｇ１瓶,局,,,シベレスタットナトリウム点滴静注用１００ｍｇ「Ｆ」,富士製薬工業,後発品,,,"1,370",,,
注射薬,3999423A1044,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／５ｍＬ,ノバルティス　ファーマ,,先発品,○,"24,538",,,
注射薬,3999423A1052,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「Ｆ」,富士製薬工業,後発品,,,"10,032",,,
注射薬,3999423A1060,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＮＫ」,高田製薬,後発品,,,"10,032",,,
注射薬,3999423A1079,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「サワイ」,沢井製薬,後発品,,,"10,032",,,
注射薬,3999423A1087,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「サンド」,サンド,後発品,,,"10,032",,,
注射薬,3999423A1095,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「日医工」,コーアイセイ,後発品,,,"10,032",,,
注射薬,3999423A1109,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ニプロ」,ニプロ,後発品,,,"10,032",,,
注射薬,3999423A1117,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「ファイザー」,マイラン製薬,後発品,,,"10,032",,,
注射薬,3999423A1125,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ヤクルト」,コーアバイオテックベイ,後発品,,,"10,032",,,
注射薬,3999423A1133,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"10,032",,,
注射薬,3999423A1150,ゾレドロン酸水和物,４ｍｇ５ｍＬ１瓶,,,,ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「テバ」,武田テバファーマ,後発品,,,"10,032",,,
注射薬,3999423A2024,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１瓶,,,,ゾメタ点滴静注４ｍｇ／１００ｍＬ,ノバルティス　ファーマ,,先発品,○,"24,538",,,
注射薬,3999423A3020,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ＮＫ」,高田製薬,後発品,,,"9,382",,,
注射薬,3999423A3039,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「サノフィ」,共和クリティケア,後発品,,,"9,382",,,
注射薬,3999423A3047,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「トーワ」,東和薬品,後発品,,,"9,382",,,
注射薬,3999423A3055,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「日医工」,日医工,後発品,,,"9,382",,,
注射薬,3999423A3063,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ニプロ」,ニプロ,後発品,,,"9,382",,,
注射薬,3999423A3071,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「ファイザー」,マイラン製薬,後発品,,,"9,382",,,
注射薬,3999423A3080,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「ヤクルト」,コーアバイオテックベイ,後発品,,,"9,382",,,
注射薬,3999423A3098,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「サワイ」,沢井製薬,後発品,,,"9,382",,,
注射薬,3999423A3101,ゾレドロン酸水和物,４ｍｇ１００ｍＬ１袋,,,,ゾレドロン酸点滴静注４ｍｇ／１００ｍＬバッグ「テバ」,武田テバファーマ,後発品,,,"9,382",,,
注射薬,3999423A4027,ゾレドロン酸水和物,５ｍｇ１００ｍＬ１瓶,,,,リクラスト点滴静注液５ｍｇ,旭化成ファーマ,,先発品,,"38,403",,,
注射薬,3999424D1029,エタネルセプト（遺伝子組換え）,２５ｍｇ１瓶,,,,エンブレル皮下注用２５ｍｇ,ファイザー,,先発品,○,"15,993",,,
注射薬,3999424D2025,エタネルセプト（遺伝子組換え）,１０ｍｇ１瓶,,,,エンブレル皮下注用１０ｍｇ,ファイザー,,先発品,○,"6,426",,,
注射薬,3999424G1025,エタネルセプト（遺伝子組換え）,２５ｍｇ０．５ｍＬ１筒,,,,エンブレル皮下注２５ｍｇシリンジ０．５ｍＬ,ファイザー,,先発品,○,"15,542",,,
注射薬,3999424G2021,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１筒,,,,エンブレル皮下注５０ｍｇシリンジ１．０ｍＬ,ファイザー,,先発品,○,"30,806",,,
注射薬,3999424G3028,エタネルセプト（遺伝子組換え）,５０ｍｇ１ｍＬ１キット,,,,エンブレル皮下注５０ｍｇペン１．０ｍＬ,ファイザー,,先発品,○,"30,937",,,
