区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
外用薬,2615701Q1490,イソプロパノール,５０％１０ｍＬ,,,消プロ（ハチ）消毒液５０％,東洋製薬化成,後発品,3.70,,
外用薬,2615701Q1503,イソプロパノール,５０％１０ｍＬ,,,イソプロ消毒液５０％「ＮＰ」,ニプロファーマ,後発品,3.70,,
外用薬,2615701Q1511,イソプロパノール,５０％１０ｍＬ,,,イソプロパノール消毒液５０％「カネイチ」,兼一薬品工業,後発品,3.70,,
外用薬,2615701Q1520,イソプロパノール,５０％１０ｍＬ,,,イソプロパノール消毒液５０％「メタル」,中北薬品,後発品,3.70,,
外用薬,2615701Q1538,イソプロパノール,５０％１０ｍＬ,,,イソプロパノール消毒液５０％「イマヅ」,今津薬品工業,後発品,3.70,,
外用薬,2615701Q1546,イソプロパノール,５０％１０ｍＬ,,,イソプロパノール消毒液５０％「昭和」,昭和製薬,後発品,3.70,,
外用薬,2615701Q2046,イソプロパノール,７０％１０ｍＬ,,,ケンエー消毒用イソプロピルアルコール・７０,健栄製薬,後発品,4.40,,
外用薬,2615701Q2054,イソプロパノール,７０％１０ｍＬ,,※,消毒用イソプロアルコール．７０（日医工ファーマ）,日医工ファーマ,後発品,4.40,,
外用薬,2615701Q2100,イソプロパノール,７０％１０ｍＬ,,,７０％消毒用イソプロパノール「ニッコー」,日興製薬,後発品,4.40,,
外用薬,2615701Q2119,イソプロパノール,７０％１０ｍＬ,,,７０％イソプロ消アル「ヤマゼン」,山善製薬,後発品,4.40,,
外用薬,2615701Q2127,イソプロパノール,７０％１０ｍＬ,,※,７０％イソプロピルアルコール（丸石）,丸石製薬,,4.40,,
外用薬,2615701Q2143,イソプロパノール,７０％１０ｍＬ,,,７０％イソプロ液「ヤクハン」,ヤクハン製薬,後発品,4.40,,
外用薬,2615701Q2178,イソプロパノール,７０％１０ｍＬ,,,７０％イソプロパノール「東海」,東海製薬,後発品,4.40,,
外用薬,2615701Q2194,イソプロパノール,７０％１０ｍＬ,,,７０％イソプロパノールワコー,ワコーケミカル,後発品,4.40,,
外用薬,2615701Q2208,イソプロパノール,７０％１０ｍＬ,,,イソプロ７０「アマカス」,甘糟化学産業,後発品,4.40,,
外用薬,2615701Q2216,イソプロパノール,７０％１０ｍＬ,,,７０ｖ／ｖ％東豊消毒アルコール,東豊薬品,後発品,4.40,,
外用薬,2615701Q2224,イソプロパノール,７０％１０ｍＬ,,,７０％イソプロパノール「アトル」,アトルファーマ,後発品,4.40,,
外用薬,2615701Q2232,イソプロパノール,７０％１０ｍＬ,,,消毒用イソプロＢ液７０,健栄製薬,後発品,4.40,,
外用薬,2615701Q2267,イソプロパノール,７０％１０ｍＬ,,,イソプロパノール消毒液７０％「純生」,小堺製薬,後発品,4.40,,
外用薬,2615701Q2275,イソプロパノール,７０％１０ｍＬ,,,イソプロ－７０％消毒液「シオエ」,シオエ製薬,後発品,4.40,,
外用薬,2615701Q2283,イソプロパノール,７０％１０ｍＬ,,,イソプロパノール消毒液７０％「タイセイ」,大成薬品工業,後発品,4.40,,
外用薬,2615701Q2291,イソプロパノール,７０％１０ｍＬ,,,イソプロパノール消毒液７０％「ヨシダ」,吉田製薬,後発品,4.40,,
外用薬,2615701Q2305,イソプロパノール,７０％１０ｍＬ,,,消プロ（ハチ）消毒液７０％,東洋製薬化成,後発品,4.40,,
外用薬,2615701Q2313,イソプロパノール,７０％１０ｍＬ,,,イソプロ消毒液７０％「ＮＰ」,ニプロファーマ,後発品,4.40,,
外用薬,2615701Q2321,イソプロパノール,７０％１０ｍＬ,,,イソプロパノール消毒液７０％「カネイチ」,兼一薬品工業,後発品,4.40,,
外用薬,2615701Q2330,イソプロパノール,７０％１０ｍＬ,,,イソプロパノール消毒液７０％「メタル」,中北薬品,後発品,4.40,,
外用薬,2615702X1014,エタノール,１０ｍＬ,局,,エタノール,,,9.50,,
外用薬,2615702X1022,エタノール,１０ｍＬ,局,,エタノール「アマカス」,甘糟化学産業,,13.90,,
外用薬,2615702X1073,エタノール,１０ｍＬ,局,,エタノール．ＯＩ,日医工ファーマ,,13.90,,
外用薬,2615702X1081,エタノール,１０ｍＬ,局,※,エタノール（兼一）,兼一薬品工業,,13.60,,
外用薬,2615702X1103,エタノール,１０ｍＬ,局,※,エタノール（小堺）,小堺製薬,,14.60,,
外用薬,2615702X1111,エタノール,１０ｍＬ,局,,エタノール「三恵」,三恵薬品,,14.60,,
外用薬,2615702X1120,エタノール,１０ｍＬ,局,,「純生」局エタ,純生薬品工業,,13.60,,
外用薬,2615702X1138,エタノール,１０ｍＬ,局,,エタノール　シオエ,シオエ製薬,,13.60,,
外用薬,2615702X1162,エタノール,１０ｍＬ,局,,エタノール「タイセイ」,大成薬品工業,,14.60,,
外用薬,2615702X1197,エタノール,１０ｍＬ,局,,エタノール〈ハチ〉,東洋製薬化成,,14.60,,
外用薬,2615702X1200,エタノール,１０ｍＬ,局,※,エタノール（東海製薬）,東海製薬,,13.90,,
外用薬,2615702X1219,エタノール,１０ｍＬ,局,,エタノール「長堀」,ヤクハン製薬,,12.60,H23.3.31まで,
外用薬,2615702X1227,エタノール,１０ｍＬ,局,,エタノール「メタル」,中北薬品,,12.60,,
外用薬,2615702X1251,エタノール,１０ｍＬ,局,,エタノール「マルイシ」,丸石製薬,,13.90,,
外用薬,2615702X1286,エタノール,１０ｍＬ,局,※,エタノール（山善）,山善製薬,,14.60,,
外用薬,2615702X1294,エタノール,１０ｍＬ,局,,エタノール．ＹＩ,山田製薬,,13.90,,
外用薬,2615702X1308,エタノール,１０ｍＬ,局,,エタノール「ヤクハン」,ヤクハン製薬,,13.60,,
外用薬,2615702X1316,エタノール,１０ｍＬ,局,,エタノール「アトル」,アトルファーマ,,13.90,,
外用薬,2615702X1324,エタノール,１０ｍＬ,局,,エタノール「イマヅ」,今津薬品工業,,11.80,,
外用薬,2615702X1332,エタノール,１０ｍＬ,局,,エタノール「コニシ」,コニシ,,13.60,,
外用薬,2615702X1359,エタノール,１０ｍＬ,局,,エタノール「タカスギ」,高杉製薬,,14.20,,
外用薬,2615702X1375,エタノール,１０ｍＬ,局,,エタノール「ニッコー」,日興製薬,,14.60,,
外用薬,2615702X1383,エタノール,１０ｍＬ,局,,エタノール「ヒシヤマ」,ニプロファーマ,,13.90,,
外用薬,2615702X1413,エタノール,１０ｍＬ,局,,エタノール（ミツマル）,サンケミファ,,14.60,,
外用薬,2615702X1421,エタノール,１０ｍＬ,局,,エタノール「ヨシダ」,吉田製薬,,13.90,,
外用薬,2615702X1430,エタノール,１０ｍＬ,局,,エタノール「ケンエー」,健栄製薬,,14.20,,
外用薬,2615702X1456,エタノール,１０ｍＬ,局,※,エタノール（大和薬品）,大和薬品工業,,13.90,,
外用薬,2615702X1480,エタノール,１０ｍＬ,局,,エタノール「東豊」,東豊薬品,,12.60,,
外用薬,2615703X1019,消毒用エタノール,１０ｍＬ,局,,消毒用エタノール,,,13.40,,
外用薬,2615704X1013,無水エタノール,１０ｍＬ,局,,無水エタノール,,,9.50,,
外用薬,2615704X1021,無水エタノール,１０ｍＬ,局,,無水エタノール「アマカス」,甘糟化学産業,,16.20,,
外用薬,2615704X1072,無水エタノール,１０ｍＬ,局,,無水エタノール．ＯＩ,日医工ファーマ,,16.20,,
外用薬,2615704X1099,無水エタノール,１０ｍＬ,局,※,無水エタノール（小堺）,小堺製薬,,16.20,,
外用薬,2615704X1102,無水エタノール,１０ｍＬ,局,,無水エタノール「三恵」,三恵薬品,,16.80,,
外用薬,2615704X1110,無水エタノール,１０ｍＬ,局,,無水エタノール　シオエ,シオエ製薬,,15.10,,
外用薬,2615704X1129,無水エタノール,１０ｍＬ,局,,無水エタノール「司生堂」,司生堂製薬,,13.80,,
外用薬,2615704X1137,無水エタノール,１０ｍＬ,局,,「純生」無水エタ,純生薬品工業,,16.20,H24.3.31まで,
外用薬,2615704X1153,無水エタノール,１０ｍＬ,局,,無水エタノール「タイセイ」,大成薬品工業,,16.80,,
外用薬,2615704X1188,無水エタノール,１０ｍＬ,局,,無水エタノール〈ハチ〉,東洋製薬化成,,16.80,,
外用薬,2615704X1196,無水エタノール,１０ｍＬ,局,※,無水エタノール（東海製薬）,東海製薬,,16.70,,
外用薬,2615704X1200,無水エタノール,１０ｍＬ,局,,無水エタノール「長堀」,ヤクハン製薬,,12.30,H23.3.31まで,
外用薬,2615704X1234,無水エタノール,１０ｍＬ,局,,無水エタノール「マルイシ」,丸石製薬,,16.20,,
外用薬,2615704X1250,無水エタノール,１０ｍＬ,局,,無水エタノール「ヤクハン」,ヤクハン製薬,,13.80,,
外用薬,2615704X1269,無水エタノール,１０ｍＬ,局,,無水エタノール．ＹＩ,山田製薬,,16.80,H24.3.31まで,
外用薬,2615704X1277,無水エタノール,１０ｍＬ,局,※,無水エタノール（山善）,山善製薬,,16.80,,
外用薬,2615704X1285,無水エタノール,１０ｍＬ,局,,無水エタノール「イマヅ」,今津薬品工業,,13.80,,
外用薬,2615704X1293,無水エタノール,１０ｍＬ,局,,無水エタノール「コニシ」,コニシ,,13.80,,
外用薬,2615704X1315,無水エタノール,１０ｍＬ,局,,無水エタノール「ニッコー」,日興製薬,,15.10,,
外用薬,2615704X1323,無水エタノール,１０ｍＬ,局,,無水エタノール「ヒシヤマ」,ニプロファーマ,,16.70,,
外用薬,2615704X1340,無水エタノール,１０ｍＬ,局,,無水エタノール（ミツマル）,サンケミファ,,16.20,,
外用薬,2615704X1358,無水エタノール,１０ｍＬ,局,,無水エタノール「ヨシダ」,吉田製薬,,16.20,,
外用薬,2615704X1366,無水エタノール,１０ｍＬ,局,,無水エタノール「ケンエー」,健栄製薬,,16.70,,
外用薬,2615704X1382,無水エタノール,１０ｍＬ,局,※,無水エタノール（大和薬品）,大和薬品工業,,16.80,,
外用薬,2615704X1412,無水エタノール,１０ｍＬ,局,,無水エタノール「東豊」,東豊薬品,,10.80,,
外用薬,2615705Q1021,エタノール,１０ｍＬ,,,消毒用エタノールＢ液「ケンエー」,健栄製薬,,11.80,,
外用薬,2615705Q1030,エタノール,１０ｍＬ,,,エコ消エタ,吉田製薬,,6.30,H22.6.30まで,
外用薬,2615705Q1048,エタノール,１０ｍＬ,,,消毒用エタノール液ＩＰ,健栄製薬,,6.30,,
外用薬,2615705Q1056,エタノール,１０ｍＬ,,,消毒用エタノールＢ液ＩＰ,健栄製薬,,6.30,,
外用薬,2615705Q1064,エタノール,１０ｍＬ,,,消毒用エタプロコール,日興製薬,後発品,6.30,,
外用薬,2615705Q1072,エタノール,１０ｍＬ,,,消毒用エタライト液,ヤクハン製薬,後発品,6.30,,
外用薬,2615705Q1080,エタノール,１０ｍＬ,,,オー消エタ,日医工ファーマ,後発品,6.30,H22.6.30まで,
外用薬,2615705Q1099,エタノール,１０ｍＬ,,,消エタコア,東海製薬,後発品,6.30,,
外用薬,2615705Q1102,エタノール,１０ｍＬ,,,消毒用エタＩＰ「メタル」,中北薬品,後発品,6.30,,
外用薬,2615705Q1110,エタノール,１０ｍＬ,,,消毒用エタノールα「カネイチ」,兼一薬品工業,後発品,6.30,,
外用薬,2615705Q1129,エタノール,１０ｍＬ,,,消毒用エタプロコールＵ,日興製薬,後発品,6.30,,
外用薬,2615705Q1145,エタノール,１０ｍＬ,,,消エタサラコール,サラヤ,後発品,6.30,,
外用薬,2615705Q1153,エタノール,１０ｍＬ,,,消毒用エタノールＩＰ「ＴＸ」,トライックス,後発品,6.30,,
外用薬,2615705Q1170,エタノール,１０ｍＬ,,,消毒用エタライトＢ液,ヤクハン製薬,後発品,6.30,,
外用薬,2615705Q1200,エタノール,１０ｍＬ,,,エコ消エタ消毒液,吉田製薬,,6.30,,
外用薬,2615705Q1218,エタノール,１０ｍＬ,,,オー消エタ外用液,日医工ファーマ,後発品,6.30,,
外用薬,2616700Q1018,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,6.40,,H23.11.11一般名等
外用薬,2616700Q1085,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,塩化ベンザルコニウム液１０〈ハチ〉,東洋製薬化成,,6.50,,
外用薬,2616700Q1140,ベンザルコニウム塩化物,１０％１０ｍＬ,局,※,塩化ベンザルコニウム液（山善）,山善製薬,,6.50,,
外用薬,2616700Q1212,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,塩化ベンザルコニウム液（１０Ｗ／Ｖ％）恵美須,恵美須薬品化工,,6.50,,
外用薬,2616700Q1409,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,ホエスミン,マイラン製薬,,6.50,H22.6.30まで,
外用薬,2616700Q1468,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,オスバン１０％消毒剤,日本製薬,,6.50,H22.6.30まで,
外用薬,2616700Q1522,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,逆性石鹸消毒液１０％「シオエ」,シオエ製薬,,6.50,,
外用薬,2616700Q1557,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,オロナイン外用液１０％,大塚製薬工場,,6.50,,
外用薬,2616700Q1638,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,ホエスミン消毒液１０％,マイラン製薬,,6.50,,
外用薬,2616700Q1646,ベンザルコニウム塩化物,１０％１０ｍＬ,局,,オスバン消毒液１０％,日本製薬,,6.50,,
外用薬,2616700Q2014,ベンザルコニウム塩化物,５０％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,9.50,,H23.11.11一般名等
外用薬,2616700Q3010,ベンザルコニウム塩化物,１０ｍＬ,局,,濃ベンザルコニウム塩化物液５０,,,9.50,,H23.11.11一般名等
外用薬,2616700Q3045,ベンザルコニウム塩化物,１０ｍＬ,局,,５０％塩化ベンザルコニウム液「ヤクハン」,ヤクハン製薬,,14.50,,
外用薬,2616700Q3061,ベンザルコニウム塩化物,１０ｍＬ,局,,逆性石ケン液５０「ヨシダ」,吉田製薬,,16.20,,
外用薬,2616700Q3118,ベンザルコニウム塩化物,１０ｍＬ,局,,ホエスミン５０,フヂミ製薬所,,16.20,H22.6.30まで,
外用薬,2616700Q3142,ベンザルコニウム塩化物,１０ｍＬ,局,,ヂアミトール消毒用液５０Ｗ／Ｖ％,丸石製薬,,16.20,,
外用薬,2616700Q3150,ベンザルコニウム塩化物,１０ｍＬ,局,,ビオシドール消毒液５０％,シオエ製薬,,13.40,H24.3.31まで,
外用薬,2616700Q3169,ベンザルコニウム塩化物,１０ｍＬ,局,,ホエスミン消毒液５０％,フヂミ製薬所,,16.20,,
外用薬,2616700Q4017,ベンザルコニウム塩化物,０．０２５％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616700Q4041,ベンザルコニウム塩化物,０．０２５％１０ｍＬ,局,,０．０２５Ｗ／Ｖ％ヂアミトール水,日興製薬,,5.60,,
外用薬,2616700Q5013,ベンザルコニウム塩化物,０．０５％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616700Q5021,ベンザルコニウム塩化物,０．０５％１０ｍＬ,局,,ザルコニン液０．０５,健栄製薬,,5.60,,
外用薬,2616700Q5030,ベンザルコニウム塩化物,０．０５％１０ｍＬ,局,,逆性石ケン液０．０５「ヨシダ」,吉田製薬,,5.60,,
外用薬,2616700Q5048,ベンザルコニウム塩化物,０．０５％１０ｍＬ,局,,０．０５Ｗ／Ｖ％ヂアミトール水,日興製薬,,5.60,,
外用薬,2616700Q5064,ベンザルコニウム塩化物,０．０５％１０ｍＬ,局,,０．０５％ヤクゾール水,ヤクハン製薬,,5.60,,
外用薬,2616700Q6010,ベンザルコニウム塩化物,０．１％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616700Q6028,ベンザルコニウム塩化物,０．１％１０ｍＬ,局,,ザルコニン液０．１,健栄製薬,,5.60,,
外用薬,2616700Q6036,ベンザルコニウム塩化物,０．１％１０ｍＬ,局,,逆性石ケン液０．１「ヨシダ」,吉田製薬,,5.60,,
外用薬,2616700Q6060,ベンザルコニウム塩化物,０．１％１０ｍＬ,局,,０．１％ヤクゾール水,ヤクハン製薬,,5.60,,
外用薬,2616700Q7016,ベンザルコニウム塩化物,０．２％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.60,,H23.11.11一般名等
外用薬,2616700Q8012,ベンザルコニウム塩化物,０．０１％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616700Q8020,ベンザルコニウム塩化物,０．０１％１０ｍＬ,局,,ザルコニン液０．０１,健栄製薬,,5.60,,
外用薬,2616700Q9019,ベンザルコニウム塩化物,０．０２％１０ｍＬ,局,,ベンザルコニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616700Q9035,ベンザルコニウム塩化物,０．０２％１０ｍＬ,局,,ザルコニン液０．０２,健栄製薬,,5.60,,
外用薬,2616701Q1012,ベンゼトニウム塩化物,１０％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,9.40,,H23.11.11一般名等
外用薬,2616701Q2019,ベンゼトニウム塩化物,０．０２％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,4.70,,H23.11.11一般名等
外用薬,2616701Q3015,ベンゼトニウム塩化物,０．０２５％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,4.70,,H23.11.11一般名等
外用薬,2616701Q4011,ベンゼトニウム塩化物,０．０５％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,4.70,,H23.11.11一般名等
外用薬,2616701Q5018,ベンゼトニウム塩化物,０．１％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616701Q5026,ベンゼトニウム塩化物,０．１％１０ｍＬ,局,,ベゼトン液０．１,健栄製薬,,5.60,,
外用薬,2616701Q6014,ベンゼトニウム塩化物,０．２％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,5.50,,H23.11.11一般名等
外用薬,2616701Q7010,ベンゼトニウム塩化物,０．０１％１０ｍＬ,局,,ベンゼトニウム塩化物液,,,4.70,,H23.11.11一般名等
外用薬,2616701X1017,ベンゼトニウム塩化物,１０ｇ,局,,ベンゼトニウム塩化物,,,9.40,,H23.11.11一般名等
外用薬,2616702X1011,メチルロザニリン塩化物,１ｇ,局,,メチルロザニリン塩化物,,,24.30,,H23.11.11一般名等
外用薬,2616703Q1011,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液,,,9.20,,
外用薬,2616703Q1062,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液．ＯＩ,日医工ファーマ,,9.40,,
外用薬,2616703Q1089,クレゾール石ケン,１０ｍＬ,局,※,クレゾール石ケン液（小堺）,小堺製薬,,9.40,H23.3.31まで,
外用薬,2616703Q1127,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液　シオエ,シオエ製薬,,9.40,H24.3.31まで,
外用薬,2616703Q1151,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液「タイセイ」,大成薬品工業,,9.40,,
外用薬,2616703Q1178,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液〈ハチ〉,東洋製薬化成,,9.40,,
外用薬,2616703Q1224,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液ＦＭ,フヂミ製薬所,,9.40,,
外用薬,2616703Q1259,クレゾール石ケン,１０ｍＬ,局,※,クレゾール石ケン液（山善）,山善製薬,,9.40,,
外用薬,2616703Q1267,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液．ＹＩ,山田製薬,,9.40,H23.3.31まで,
外用薬,2616703Q1275,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液「ヤクハン」,ヤクハン製薬,,9.40,H23.3.31まで,
外用薬,2616703Q1321,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液「ニッコー」,日興製薬,,9.40,,
外用薬,2616703Q1356,クレゾール石ケン,１０ｍＬ,局,,クレゾール石ケン液「ヨシダ」,吉田製薬,,9.40,,
外用薬,2616706X1010,薬用石ケン,１０ｇ,局,,薬用石ケン,,,56.00,,
外用薬,2616706X1036,薬用石ケン,１０ｇ,局,,「純生」浣石,純生薬品工業,,59.10,,
外用薬,2616707Q1028,ベンザルコニウム塩化物,０．０２％１０ｍＬ,,,プリビーシー液０．０２％,大塚製薬工場,後発品,5.60,,
外用薬,2616707Q1036,ベンザルコニウム塩化物,０．０２％１０ｍＬ,,,０．０２％ヤクゾール水,ヤクハン製薬,後発品,5.60,,
外用薬,2616707Q2024,ベンザルコニウム塩化物,０．０５％１０ｍＬ,,,プリビーシー液０．０５％,大塚製薬工場,後発品,5.60,,
外用薬,2616707Q3020,ベンザルコニウム塩化物,０．１％１０ｍＬ,,,プリビーシー液０．１％,大塚製薬工場,後発品,5.60,,
外用薬,2616707Q3039,ベンザルコニウム塩化物,０．１％１０ｍＬ,,,ヤクゾールＥ液０．１,ヤクハン製薬,後発品,5.60,,
外用薬,2616707Q4027,ベンザルコニウム塩化物,１０％１０ｍＬ,,,ザルコニンＧ消毒液１０,健栄製薬,後発品,6.30,,
外用薬,2619700Q1028,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール０．１％液「ヨシダ」,吉田製薬,,7.30,,
外用薬,2619700Q1036,アクリノール水和物,０．１％１０ｍＬ,,※,アクリノール液（エビス）,エビス製薬,後発品,7.30,H22.6.30まで,
外用薬,2619700Q1125,アクリノール水和物,０．１％１０ｍＬ,,,東海アクリノール液,東海製薬,後発品,7.30,,
外用薬,2619700Q1168,アクリノール水和物,０．１％１０ｍＬ,,,０．１％アクリノール液「ヤクハン」,ヤクハン製薬,後発品,6.50,,
外用薬,2619700Q1176,アクリノール水和物,０．１％１０ｍＬ,,,ケンエーアクリノール液０．１,健栄製薬,後発品,7.60,,
外用薬,2619700Q1184,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール液０．１％「ＯＲＹ」,日医工ファーマ,後発品,7.40,,
外用薬,2619700Q1192,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール液０．１％「シオエ」,シオエ製薬,,7.40,,
外用薬,2619700Q1206,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒用液０．１％「マルイシ」,丸石製薬,,7.40,,
外用薬,2619700Q1214,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒液０．１％「タイセイ」,大成薬品工業,後発品,6.30,,
外用薬,2619700Q1222,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒液０．１％「東豊」,東豊薬品,,7.60,,
外用薬,2619700Q1230,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒液０．１％「ＮＰ」,ニプロファーマ,,7.30,,
外用薬,2619700Q1249,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒液０．１％「昭和」,昭和製薬,後発品,6.30,,
外用薬,2619700Q1257,アクリノール水和物,０．１％１０ｍＬ,,,アクリノール消毒液０．１％「ニッコー」,日興製薬,後発品,7.30,,
外用薬,2619700Q2024,アクリノール水和物,０．２％１０ｍＬ,,,アクリノール液・コザカイ（０．２％）,小堺製薬,後発品,7.00,,
外用薬,2619700Q2032,アクリノール水和物,０．２％１０ｍＬ,,,アクリノール０．２％液「ヨシダ」,吉田製薬,,7.40,,
外用薬,2619700Q2083,アクリノール水和物,０．２％１０ｍＬ,,,リバオール液,タツミ薬品工業,後発品,6.30,,
外用薬,2619700Q2091,アクリノール水和物,０．２％１０ｍＬ,,※,０．２％－アクリノール液（純生）,純生薬品工業,後発品,7.40,,
外用薬,2619700Q2105,アクリノール水和物,０．２％１０ｍＬ,,,ケンエーアクリノール液０．２,健栄製薬,後発品,6.60,,
外用薬,2619700Q2113,アクリノール水和物,０．２％１０ｍＬ,,,アクリノール液０．２％「ヤクハン」,ヤクハン製薬,後発品,7.00,,
外用薬,2619700Q2121,アクリノール水和物,０．２％１０ｍＬ,,,アクリノール外用液０．２％「ヤマゼン」,山善製薬,後発品,7.00,,
外用薬,2619700Q2130,アクリノール水和物,０．２％１０ｍＬ,,,アクリノール消毒液０．２％「タイセイ」,大成薬品工業,後発品,6.30,,
外用薬,2619700Q3047,アクリノール水和物,０．５％１０ｍＬ,,,アクリノール０．５％液「ヨシダ」,吉田製薬,,10.80,,
外用薬,2619701X1019,クレオソート,１０ｇ,局,,クレオソート,,,272.00,,
外用薬,2619702Q1027,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,オールカットＥＷ液（０．５％）,ニプロファーマ,後発品,6.30,,
外用薬,2619702Q1035,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,ステリクロンＷエタノール液０．５,健栄製薬,後発品,6.30,,
外用薬,2619702Q1051,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,ベンクロジド・エタノール液（０．５％）,フヂミ製薬所,後発品,6.30,,
外用薬,2619702Q1060,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,マスキンＷ・エタノール液（０．５ｗ／ｖ％）,丸石製薬,後発品,6.30,,
外用薬,2619702Q1078,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％ヘキザックアルコール液,吉田製薬,後発品,6.30,,
外用薬,2619702Q1086,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％ラポテックアルコール液,日興製薬,後発品,6.30,,
外用薬,2619702Q1094,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,クリゲンエタノール液０．５％（Ｗ）「エビス」,兼一薬品工業,後発品,6.30,,
外用薬,2619702Q1132,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,ステリクロンＷ液０．５,健栄製薬,後発品,6.30,,
外用薬,2619702Q1159,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５ｗ／ｖ％マスキン水,日興製薬,後発品,6.30,,
外用薬,2619702Q1167,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％ラポテックアルコール（Ｗ）液,日興製薬,後発品,6.30,,
外用薬,2619702Q1175,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％ヘキザック水Ｗ,吉田製薬,後発品,6.30,,
外用薬,2619702Q1191,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,クロバインＡ,山善製薬,後発品,6.30,,
外用薬,2619702Q1213,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％グルコジンＷ水,ヤクハン製薬,後発品,6.30,,
外用薬,2619702Q1221,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,フェルマジン・アルコールＷ消毒液（０．５ｗ／ｖ％）,シオエ製薬,後発品,6.30,,
外用薬,2619702Q1248,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,グルコジンＷ・エタノール液０．５％,ヤクハン製薬,後発品,6.30,,
外用薬,2619702Q1256,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,イワコールエタノール消毒液０．５％,小堺製薬,後発品,6.30,,
外用薬,2619702Q1264,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,ヘヴィック消毒液０．５％,中北薬品,後発品,6.40,,
外用薬,2619702Q2023,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,ステリクロンＲエタノール液０．５,健栄製薬,後発品,6.30,,
外用薬,2619702Q2040,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,マスキンＲ・エタノール液（０．５ｗ／ｖ％）,丸石製薬,後発品,6.30,,
外用薬,2619702Q2058,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,０．５％グルコン酸クロルヘキシジン・エタノール液「東海」,東海製薬,後発品,6.40,,
