区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
内用薬,3179100F1031,リボフラビン・ピリドキシン塩酸塩,１錠,,,ビフロキシン配合錠,ゾンネボード製薬,,6.00,,
内用薬,3179101M1124,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,１カプセル,,,ジアイナミックスカプセル,鶴原製薬,後発品,5.40,,
内用薬,3179102F1022,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,１錠,,,アリチアＮ５０,マイラン製薬,,5.60,H22.6.30まで,
内用薬,3179102F1030,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,１錠,,,アリチア配合錠,マイラン製薬,,5.60,,
内用薬,3179104M1020,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,１カプセル,,,ダイ・メジンカプセル,日医工,,5.60,H23.3.31まで,
内用薬,3179105F1026,Ｂ１・Ｂ６・Ｂ１２配合剤,１錠,,,トリドセラン錠,シオノケミカル,,14.10,H22.6.30まで,
内用薬,3179105F1034,Ｂ１・Ｂ６・Ｂ１２配合剤,１錠,,,トリドセラン配合錠,シオノケミカル,,14.10,,
内用薬,3179106F1020,オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ノイロビタン錠,アステラス製薬,,6.00,H22.6.30まで,
内用薬,3179106F1039,オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ノイロビタン配合錠,アステラス製薬,,6.00,,
内用薬,3179107F1025,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ビタマル錠,沢井製薬,後発品,9.60,H22.6.30まで,
内用薬,3179107F1033,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ビタダン錠,メディサ新薬,後発品,9.60,H22.6.30まで,
内用薬,3179107F1041,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ビタダン配合錠,メディサ新薬,後発品,9.60,,
内用薬,3179107F1050,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１錠,,,ビタマル配合錠,沢井製薬,後発品,9.60,,
内用薬,3179107M1040,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタノイリンカプセル２５,武田薬品工業,,7.60,,
内用薬,3179107M1059,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタノイリンカプセル５０,武田薬品工業,,14.70,,
内用薬,3179108B1028,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１ｇ,,,ビタメジン散,第一三共,,27.60,H22.6.30まで,
内用薬,3179108B1036,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１ｇ,,,ビタメジン配合散,第一三共,,27.60,,
内用薬,3179109M1023,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,シグマビタンカプセル,東和薬品,後発品,5.40,,
内用薬,3179109M1040,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタメジンカプセル２５,第一三共,,5.90,H22.6.30まで,
内用薬,3179109M1058,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ダイメジンスリービー配合カプセル,日医工,後発品,5.40,H22.6.30まで,
内用薬,3179109M1066,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ダイメジンスリービー配合カプセル２５,日医工,後発品,5.40,,
内用薬,3179109M1074,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタメジン配合カプセルＢ２５,第一三共,,5.90,,
内用薬,3179110M1026,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタメジンカプセル５０,第一三共,,10.20,H22.6.30まで,
内用薬,3179110M1034,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,１カプセル,,,ビタメジン配合カプセルＢ５０,第一三共,,10.20,,
内用薬,3179115D1053,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,シナール,塩野義製薬,,6.20,H22.6.30まで,
内用薬,3179115D1061,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,シーピーＧ,東和薬品,後発品,6.20,H22.6.30まで,
内用薬,3179115D1070,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,デラキシーＭ,丸石製薬,後発品,6.20,H22.6.30まで,
内用薬,3179115D1088,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,ビューシーＳ,大洋薬品工業,後発品,6.20,H22.6.30まで,
内用薬,3179115D1096,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,シナール配合顆粒,塩野義製薬,,6.20,,
内用薬,3179115D1100,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,シーピー配合顆粒,東和薬品,後発品,6.20,,
内用薬,3179115D1118,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,デラキシー配合顆粒,丸石製薬,後発品,6.20,,
内用薬,3179115D1126,アスコルビン酸・パントテン酸カルシウム,１ｇ,,,ビューシー配合顆粒,大洋薬品工業,後発品,6.20,,
内用薬,3179115F2026,アスコルビン酸・パントテン酸カルシウム,１錠,,,シナール錠２００,塩野義製薬,,6.60,H22.6.30まで,
内用薬,3179115F2034,アスコルビン酸・パントテン酸カルシウム,１錠,,,シナール配合錠,塩野義製薬,,6.60,,
内用薬,3179117D1125,パンコール・Ｂ２・Ｂ６・ニコアミ配合剤,１ｇ,,,デルパント配合顆粒,陽進堂,,5.90,,
内用薬,3179121A1028,レチノール・カルシフェロール配合剤,１ｇ,,,調剤用パンビタン末,武田薬品工業,,6.20,,
内用薬,3179122D1029,パンコール・Ｂ２・Ｂ６・ニコアミ配合剤,１ｇ,,,ワッサーＶ顆粒,東亜薬品,,6.20,H22.6.30まで,
内用薬,3179122D1037,パンコール・Ｂ２・Ｂ６・ニコアミ配合剤,１ｇ,,,ワッサーＶ配合顆粒,東亜薬品,,6.20,,
内用薬,3190001B1041,ビオチン,０．２％１ｇ,,,ビオチン散０．２％「フソー」,扶桑薬品工業,,11.20,,
内用薬,3190001B1050,ビオチン,０．２％１ｇ,,,ビオチン散０．２％「ホエイ」,東洋製薬化成,,8.10,,
内用薬,3190001R1031,ビオチン,０．１％１ｇ,,,ビオチン・ドライシロップ０．１％「ホエイ」,東洋製薬化成,後発品,6.80,,
内用薬,3211001X1016,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム水和物,,,26.90,,H23.11.11一般名等
内用薬,3211001X1040,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム．ＯＹ,日医工ファーマ,,29.30,,
内用薬,3211001X1059,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム「ケンエー」,健栄製薬,,36.70,,
内用薬,3211001X1067,乳酸カルシウム水和物,１０ｇ,局,※,乳酸カルシウム（小堺）,小堺製薬,,35.70,,
内用薬,3211001X1075,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム　シオエ,シオエ製薬,,29.30,H22.8.31まで,
内用薬,3211001X1083,乳酸カルシウム水和物,１０ｇ,局,,「純生」乳カル,純生薬品工業,,32.10,,
内用薬,3211001X1105,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム〈ハチ〉,東洋製薬化成,,28.40,,
内用薬,3211001X1121,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム「ホエイ」,マイラン製薬,,36.70,,
内用薬,3211001X1156,乳酸カルシウム水和物,１０ｇ,局,※,乳酸カルシウム（山善）,山善製薬,,32.10,,
内用薬,3211001X1210,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム「ヤクハン」,ヤクハン製薬,,29.30,,
内用薬,3211001X1237,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム水和物「ヨシダ」,吉田製薬,,36.70,,
内用薬,3211001X1253,乳酸カルシウム水和物,１０ｇ,局,,乳酸カルシウム水和物「シオエ」原末,シオエ製薬,,29.30,,
内用薬,3211002F1031,乳酸カルシウム水和物,５００ｍｇ１錠,,,乳石錠５００ｍｇ「マイラン」,マイラン製薬,後発品,5.60,,
内用薬,3212001X1021,グリセロリン酸カルシウム,１ｇ,,,グリセロリン酸カルシウム「イワキ」,岩城製薬,,6.20,,
内用薬,3213001X1010,グルコン酸カルシウム水和物,１ｇ,局,,グルコン酸カルシウム水和物,,,7.90,,H23.11.11一般名等
内用薬,3213001X1045,グルコン酸カルシウム水和物,１ｇ,局,,カルチコール末,日医工,,9.40,,
内用薬,3214001F1020,Ｌ－アスパラギン酸カルシウム,１錠,,,アスパラ－ＣＡ錠２００,田辺三菱製薬,,6.00,,
内用薬,3214001F1039,Ｌ－アスパラギン酸カルシウム,１錠,,,アストスＣＡ錠２００,大洋薬品工業,後発品,5.60,H23.3.31まで,
内用薬,3214001F1047,Ｌ－アスパラギン酸カルシウム,１錠,,,Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「サワイ」,メディサ新薬,後発品,5.60,,
内用薬,3214001F1055,Ｌ－アスパラギン酸カルシウム,１錠,,,エルスプリーＣＡ錠２００ｍｇ,東和薬品,後発品,5.60,,
内用薬,3215001X1015,塩化カルシウム水和物,１０ｇ,局,,塩化カルシウム水和物,,,16.50,,H23.11.11一般名等
内用薬,3219001X1014,リン酸水素カルシウム水和物,１０ｇ,局,,リン酸水素カルシウム水和物,,,13.60,,H23.11.11一般名等
内用薬,3219001X1030,リン酸水素カルシウム水和物,１０ｇ,局,,リン酸水素カルシウム「エビス」,日興製薬,,13.80,,
内用薬,3219001X1057,リン酸水素カルシウム水和物,１０ｇ,局,,「純生」第二リン灰,純生薬品工業,,15.10,H24.3.31まで,
内用薬,3219001X1090,リン酸水素カルシウム水和物,１０ｇ,局,,リン酸水素カルシウム．ＹＩ,山田製薬,,15.10,H24.3.31まで,
内用薬,3219001X1120,リン酸水素カルシウム水和物,１０ｇ,局,,リン酸水素カルシウム水和物「ヨシダ」,吉田製薬,,14.50,,
内用薬,3219001X1138,リン酸水素カルシウム水和物,１０ｇ,局,,「山善」第二リン灰,山善製薬,,15.10,,H23.10.28収載
内用薬,3221001X1012,ヨウ化カリウム,１ｇ,局,,ヨウ化カリウム,,,7.20,,
内用薬,3221001X1055,ヨウ化カリウム,１ｇ,局,※,ヨウ化カリウム（小堺）,小堺製薬,,9.00,,
内用薬,3221001X1063,ヨウ化カリウム,１ｇ,局,,「純生」ヨウ化カリウム,純生薬品工業,,8.50,,
内用薬,3221001X1101,ヨウ化カリウム,１ｇ,局,,ヨウ化カリウム「ニッコー」,日興製薬,,8.00,,
内用薬,3221001X1152,ヨウ化カリウム,１ｇ,局,,ヨウ化カリウム「ヨシダ」,吉田製薬,,9.00,,
内用薬,3221001X1187,ヨウ化カリウム,１ｇ,局,※,ヨウ化カリウム（山善）,山善製薬,,8.00,,
内用薬,3221002L1066,ヨウ化カリウム,５０ｍｇ１丸,,※,ヨウ化カリウム丸（日医工）,日医工,,5.70,H22.6.30まで,
内用薬,3221002L1074,ヨウ化カリウム,５０ｍｇ１丸,,,ヨウ化カリウム丸５０ｍｇ「日医工」,日医工,,5.70,,
内用薬,3221004A1021,ヨウ素レシチン,１ｇ,,,ヨウレチン末,第一薬品産業,,9.90,H22.8.31まで,
内用薬,3221004B1027,ヨウ素レシチン,２００μｇ１ｇ,,,ヨウレチン散０．０２％,第一薬品産業,,9.90,,
内用薬,3221004F1029,ヨウ素レシチン,５０μｇ１錠,,,ヨウレチン錠「５０」,第一薬品産業,,6.10,,
内用薬,3221004F2025,ヨウ素レシチン,１００μｇ１錠,,,ヨウレチン錠「１００」,第一薬品産業,,6.50,,
内用薬,3222003G1035,硫酸鉄,１錠,,,スローフィー錠５０ｍｇ,ノバルティス　ファーマ,,9.10,H24.3.31まで,
内用薬,3222004X1030,硫酸鉄,１錠,,,テツクール徐放錠１００ｍｇ,あすか製薬,後発品,9.10,,
内用薬,3222007G1025,硫酸鉄,１錠,,,フェロ・グラデュメット,アボットジャパン,,9.60,H22.6.30まで,
内用薬,3222007G1033,硫酸鉄,１錠,,,フェロ・グラデュメット錠１０５ｍｇ,アボットジャパン,,9.60,,
内用薬,3222010N1026,フマル酸第一鉄,３０５ｍｇ１カプセル,,,フェルム・カプセル,日医工,,10.30,H22.6.30まで,
内用薬,3222010N2022,フマル酸第一鉄,鉄１００ｍｇ１カプセル,,,フェルムカプセル１００ｍｇ,日医工,,10.30,,
内用薬,3222012Q1030,溶性ピロリン酸第二鉄,１ｍＬ,,,インクレミンシロップ５％,アルフレッサファーマ,後発品,6.10,,
内用薬,3222013D1059,クエン酸第一鉄ナトリウム,１ｇ,,,フェロミア顆粒８．３％,サンノーバ,,17.90,,
内用薬,3222013D1067,クエン酸第一鉄ナトリウム,１ｇ,,,フォリロミン顆粒８．３％,鶴原製薬,後発品,7.10,,
内用薬,3222013F1025,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェロミア錠５０ｍｇ,サンノーバ,,10.80,,
内用薬,3222013F1050,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェニレン錠５０ｍｇ,共和薬品工業,後発品,5.80,,
内用薬,3222013F1084,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェロチーム錠５０,沢井製薬,後発品,5.60,,
内用薬,3222013F1092,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェロフィール錠５０ｍｇ,扶桑薬品工業,後発品,6.70,H23.3.31まで,
内用薬,3222013F1106,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェロステック錠５０ｍｇ,大洋薬品工業,後発品,5.60,,
内用薬,3222013F1114,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フォリロミン錠５０,鶴原製薬,後発品,5.60,,
内用薬,3222013F1122,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェレダイム錠５０ｍｇ,大正薬品工業,後発品,5.60,H24.3.31まで,
内用薬,3222013F1130,クエン酸第一鉄ナトリウム,鉄５０ｍｇ１錠,,,フェネルミン錠５０ｍｇ,小林化工,後発品,5.80,,
内用薬,3229001X1010,塩化カリウム,１０ｇ,局,,塩化カリウム,,,8.90,,
内用薬,3229001X1053,塩化カリウム,１０ｇ,局,,塩化カリウム「フソー」,扶桑薬品工業,,9.40,,
内用薬,3229002G1058,塩化カリウム,６００ｍｇ１錠,,,エフズレンＫ錠６００ｍｇ,シオエ製薬,後発品,6.00,H24.3.31まで,
内用薬,3229002G1066,塩化カリウム,６００ｍｇ１錠,,,スローケー錠６００ｍｇ,ノバルティス　ファーマ,,8.20,,
内用薬,3229002G1074,塩化カリウム,６００ｍｇ１錠,,,ケーサプライ錠６００ｍｇ,佐藤薬品工業,後発品,6.00,,
内用薬,3229002S1026,塩化カリウム,１０％１０ｍＬ,,,Ｋ．Ｃ．Ｌ．エリキシル（１０Ｗ／Ｖ％）,丸石製薬,,22.90,,
内用薬,3229003S1039,酢酸カリウム,１０ｍＬ,,,酢酸カリウム液「司生堂」,司生堂製薬,後発品,11.40,,
内用薬,3229005B1038,Ｌ－アスパラギン酸カリウム,５０％１ｇ,,,アスパラカリウム散５０％,田辺三菱製薬,,7.00,,
内用薬,3229005F1030,Ｌ－アスパラギン酸カリウム,３００ｍｇ１錠,,,アスケート錠,共和薬品工業,後発品,5.80,H22.6.30まで,
内用薬,3229005F1080,Ｌ－アスパラギン酸カリウム,３００ｍｇ１錠,,,アスパラカリウム錠３００ｍｇ,田辺三菱製薬,,6.00,,
内用薬,3229005F1099,Ｌ－アスパラギン酸カリウム,３００ｍｇ１錠,,,アスケート錠３００ｍｇ,共和薬品工業,後発品,5.80,,
内用薬,3229007C1032,グルコン酸カリウム,カリウム４ｍＥｑ１ｇ,,,グルコンサンＫ細粒４ｍＥｑ／ｇ,ポーラファルマ,,9.30,,
内用薬,3229007F1047,グルコン酸カリウム,カリウム２．５ｍＥｑ１錠,,,グルコンサンＫ錠２．５ｍＥｑ,ポーラファルマ,,6.10,,
内用薬,3229007F2035,グルコン酸カリウム,カリウム５ｍＥｑ１錠,,,グルコンサンＫ錠５ｍＥｑ,ポーラファルマ,,10.70,,
内用薬,3229100D2022,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,ソリタ－Ｔ顆粒２号,味の素製薬,,23.20,H22.6.30まで,
内用薬,3229100D2030,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,ソリタ－Ｔ配合顆粒２号,味の素製薬,,23.20,,
内用薬,3229101D2027,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,ソリタ－Ｔ顆粒３号,味の素製薬,,22.90,H22.6.30まで,
内用薬,3229101D2035,ナトリウム・カリウム・マグネシウム配合剤,４ｇ１包,,,ソリタ－Ｔ配合顆粒３号,味の素製薬,,22.90,,
内用薬,3229102F1034,アスパラギン酸カリウム・マグネシウム,（１５０ｍｇ）１錠,,,アスパラ錠医家用,田辺三菱製薬,,6.20,H22.6.30まで,
内用薬,3229102F1107,アスパラギン酸カリウム・マグネシウム,（１５０ｍｇ）１錠,,,アスパラ配合錠,田辺三菱製薬,,6.20,,
内用薬,3231001X1019,ブドウ糖,１０ｇ,局,,ブドウ糖,,,7.50,,
内用薬,3231001X1043,ブドウ糖,１０ｇ,局,,ブドウ糖．ＯＩ,日医工ファーマ,,13.70,,
内用薬,3231001X1060,ブドウ糖,１０ｇ,局,※,ブドウ糖（小堺）,小堺製薬,,9.70,,
内用薬,3231001X1078,ブドウ糖,１０ｇ,局,,「純生」グルコース,純生薬品工業,,12.50,,
内用薬,3231001X1094,ブドウ糖,１０ｇ,局,※,ブドウ糖（扶桑）,扶桑薬品工業,,10.90,,
内用薬,3231001X1140,ブドウ糖,１０ｇ,局,,ブドウ糖（（三晃））,協和発酵キリン,,13.30,,
内用薬,3231001X1167,ブドウ糖,１０ｇ,局,,ブドウ糖「ニッコー」,日興製薬,,13.30,,
内用薬,3231001X1175,ブドウ糖,１０ｇ,局,,ブドウ糖「ヨシダ」,吉田製薬,,12.50,,
内用薬,3232001X1016,果糖,１ｇ,局,,果糖,,,9.60,,
内用薬,3253001D1028,総合アミノ酸製剤,２．５ｇ１包,,,アミユー顆粒,味の素製薬,,52.60,H22.6.30まで,
内用薬,3253001D1036,総合アミノ酸製剤,２．５ｇ１包,,,アミユー配合顆粒,味の素製薬,,52.60,,
内用薬,3253002D1022,総合アミノ酸製剤,１ｇ,,,ＥＳポリタミン顆粒,日本製薬,,14.10,H22.6.30まで,
内用薬,3253002D1030,総合アミノ酸製剤,１ｇ,,,ＥＳポリタミン配合顆粒,日本製薬,,14.10,,
内用薬,3253003D1035,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,リックル顆粒,沢井製薬,後発品,128.10,H22.6.30まで,
内用薬,3253003D1043,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,レオバクトン顆粒分包,長生堂製薬,後発品,128.10,H22.6.30まで,
内用薬,3253003D1051,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,アミノバクト顆粒,日医工,後発品,106.10,H22.6.30まで,
内用薬,3253003D1078,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,リバレバン顆粒,メディサ新薬,後発品,124.10,H22.6.30まで,
内用薬,3253003D1086,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,コベニール顆粒,陽進堂,後発品,112.20,H22.6.30まで,
内用薬,3253003D1094,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,アミノマイラン配合顆粒,マイラン製薬,後発品,157.80,,
内用薬,3253003D1108,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,アミノバクト配合顆粒,日医工,後発品,106.10,,
内用薬,3253003D1116,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,コベニール配合顆粒,陽進堂,後発品,112.20,,
内用薬,3253003D1124,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,リックル配合顆粒,沢井製薬,後発品,128.10,,
内用薬,3253003D1132,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,リバレバン配合顆粒,メディサ新薬,後発品,124.10,,
内用薬,3253003D1140,イソロイシン・ロイシン・バリン,４．７４ｇ１包,,,レオバクトン配合顆粒分包,長生堂製薬,後発品,128.10,,
内用薬,3253003D2023,イソロイシン・ロイシン・バリン,４．１５ｇ１包,,,リーバクト顆粒,味の素製薬,,252.60,H22.6.30まで,
内用薬,3253003D2031,イソロイシン・ロイシン・バリン,４．１５ｇ１包,,,リーバクト配合顆粒,味の素製薬,,252.60,,
内用薬,3253003D3020,イソロイシン・ロイシン・バリン,４．５ｇ１包,,,ヘパアクト顆粒,東亜薬品,後発品,167.90,H22.6.30まで,
内用薬,3253003D3038,イソロイシン・ロイシン・バリン,４．５ｇ１包,,,ヘパアクト配合顆粒,東亜薬品,後発品,167.90,,
内用薬,3253003D4026,イソロイシン・ロイシン・バリン,４．７３ｇ１包,,,ブラニュート顆粒,日本製薬,後発品,175.00,H22.6.30まで,
内用薬,3253003D4034,イソロイシン・ロイシン・バリン,４．７３ｇ１包,,,ブラニュート配合顆粒,日本製薬,後発品,175.00,,
内用薬,3259103B1028,経腸成分栄養剤,１０ｇ,,,エレンタール,味の素製薬,,59.20,H22.6.30まで,
内用薬,3259103B1036,経腸成分栄養剤,１０ｇ,,,エレンタール配合内用剤,味の素製薬,,59.20,,
内用薬,3259107A1020,経腸成分栄養剤,１０ｇ,,,エレンタールＰ,味の素製薬,,76.00,H22.6.30まで,
内用薬,3259107A1039,経腸成分栄養剤,１０ｇ,,,エレンタールＰ乳幼児用配合内用剤,味の素製薬,,76.00,,
内用薬,3259108B1020,肝不全用成分栄養剤,１０ｇ,,,アミノレバンＥＮ,大塚製薬,,107.80,H22.6.30まで,
内用薬,3259108B1039,肝不全用成分栄養剤,１０ｇ,,,アミノレバンＥＮ配合散,大塚製薬,,107.80,,
内用薬,3259109S1025,経腸成分栄養剤,１０ｍＬ,,,エンシュア・リキッド,明治,,6.70,,
内用薬,3259111A1027,肝不全用成分栄養剤,１０ｇ,,,ヘパンＥＤ,味の素製薬,,100.10,H22.6.30まで,
内用薬,3259111A1035,肝不全用成分栄養剤,１０ｇ,,,ヘパンＥＤ配合内用剤,味の素製薬,,100.10,,
内用薬,3259112S1027,経腸成分栄養剤,１０ｍＬ,,,ハーモニック－Ｍ,エスエス製薬,,9.40,H24.3.31まで,
内用薬,3259113S1021,経腸成分栄養剤,１０ｍＬ（混合調製後の内用液として）,,,ツインライン,イーエヌ大塚製薬,,9.60,H22.6.30まで,
内用薬,3259113S1030,経腸成分栄養剤,１０ｍＬ（混合調製後の内用液として）,,,ツインライン配合経腸用液,イーエヌ大塚製薬,,9.60,,
内用薬,3259114S1026,経腸成分栄養剤,１０ｍＬ,,,エンシュア・Ｈ,明治,,11.80,,
内用薬,3259115S1020,経腸成分栄養剤,１０ｍＬ,,,ハーモニック－Ｆ,エスエス製薬,,8.60,H24.3.31まで,
内用薬,3259116S1025,経腸成分栄養剤,１０ｍＬ,,,ラコール,イーエヌ大塚製薬,,9.10,H22.6.30まで,
内用薬,3259116S1033,経腸成分栄養剤,１０ｍＬ,,,ラコール配合経腸用液,イーエヌ大塚製薬,,9.10,,
内用薬,3259117S1020,経腸成分栄養剤,１０ｍＬ（混合調製後の内用液として）,,,ツインラインＮＦ配合経腸用液,イーエヌ大塚製薬,,9.60,,H23.5.20収載
内用薬,3259118S1024,経腸成分栄養剤,１０ｍＬ,,,ラコールＮＦ配合経腸用液,イーエヌ大塚製薬,,9.10,,H23.5.20収載
内用薬,3272001X1038,マルツエキス,１ｇ,,※,マルツエキス分包（和光堂）,和光堂,,6.40,,
内用薬,3272001X1046,マルツエキス,１ｇ,,※,マルツエキス（和光堂）,和光堂,,6.40,,
内用薬,3279103X2024,フェニルアラニン除去ミルク,１ｇ,,,雪印新フェニルアラニン除去ミルク,雪印乳業,,10.70,H22.6.30まで,
内用薬,3279103X2032,フェニルアラニン除去ミルク,１ｇ,,,フェニルアラニン除去ミルク配合散「雪印」,雪印メグミルク,,10.70,,
内用薬,3279104X2029,ロイシン・イソロイシン・バリン除去ミルク,１ｇ,,,雪印新ロイシン・イソロイシン・バリン除去ミルク,雪印乳業,,10.80,H22.6.30まで,
内用薬,3279104X2037,ロイシン・イソロイシン・バリン除去ミルク,１ｇ,,,ロイシン・イソロイシン・バリン除去ミルク配合散「雪印」,雪印メグミルク,,10.80,,
内用薬,3291001X1017,ブドウ酒,１０ｍＬ,局,,ブドウ酒,,,20.70,,
内用薬,3321002B1139,カルバゾクロムスルホン酸ナトリウム,１０％１ｇ,,,アドナ散１０％,田辺三菱製薬,,47.30,,
内用薬,3321002B1147,カルバゾクロムスルホン酸ナトリウム,１０％１ｇ,,,アーツェー散１０％,日医工ファーマ,後発品,11.90,,
内用薬,3321002C1134,カルバゾクロムスルホン酸ナトリウム,１０％１ｇ,,,カルタゾン細粒１０％,鶴原製薬,後発品,9.60,,
内用薬,3321002C1142,カルバゾクロムスルホン酸ナトリウム,１０％１ｇ,,,ラノビ細粒１０％,イセイ,後発品,8.90,,
内用薬,3321002F1092,カルバゾクロムスルホン酸ナトリウム,１０ｍｇ１錠,,,アドナ錠１０ｍｇ,田辺三菱製薬,,6.40,,
内用薬,3321002F1106,カルバゾクロムスルホン酸ナトリウム,１０ｍｇ１錠,,,アーツェー錠１０ｍｇ,日医工ファーマ,後発品,5.00,,
内用薬,3321002F2153,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,カルタゾン錠３０,鶴原製薬,後発品,5.60,,
内用薬,3321002F2269,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,タジン錠３０,あすか製薬,後発品,10.80,,
内用薬,3321002F2358,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,ラノビ錠３０,イセイ,後発品,5.60,,
内用薬,3321002F2366,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,アドナ錠３０ｍｇ,田辺三菱製薬,,12.10,,
内用薬,3321002F2374,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,アーツェー錠３０ｍｇ,日医工ファーマ,後発品,5.60,,
内用薬,3321002F2382,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,カルバジャスト錠３０ｍｇ,陽進堂,後発品,5.60,,
内用薬,3321002F2390,カルバゾクロムスルホン酸ナトリウム,３０ｍｇ１錠,,,オダノン錠３０ｍｇ,東和薬品,後発品,5.60,,
内用薬,3321003F2042,アドレノクロムモノアミノグアニジンメシル酸塩水和物,３０ｍｇ１錠,,,Ｓ・アドクノン錠３０,アルフレッサファーマ,,11.40,,
内用薬,3321003F2085,アドレノクロムモノアミノグアニジンメシル酸塩水和物,３０ｍｇ１錠,,,エーシーコール錠３０ｍｇ,高田製薬,後発品,5.60,H24.3.31まで,
内用薬,3321003F2093,アドレノクロムモノアミノグアニジンメシル酸塩水和物,３０ｍｇ１錠,,,Ｓ－アドカル錠３０ｍｇ,日新製薬（山形）,後発品,5.80,,
内用薬,3322001X1015,ゼラチン,１０ｇ,局,,ゼラチン,,,17.10,,
内用薬,3322002X1010,精製ゼラチン,１０ｇ,局,,精製ゼラチン,,,17.10,,
内用薬,3323001C1053,トロンビン,１０，０００単位１ｇ１包,,,経口用トロンビン細粒１万単位「サワイ」,沢井製薬,後発品,639.90,,
内用薬,3323001C1061,トロンビン,１０，０００単位１ｇ１包,,,経口用トロンビン細粒１万単位,持田製薬,,"1,450.90",,
内用薬,3323001C2033,トロンビン,２０，０００単位２ｇ１包,,,経口用トロンビン細粒２万単位,持田製薬,,"2,255.20",H24.3.31まで,
内用薬,3323001C2041,トロンビン,２０，０００単位２ｇ１包,,,経口用トロンビン細粒２万単位「サワイ」,沢井製薬,後発品,849.50,,
